,Rank,Team,Change,Prior,Date,Division
16,17,Western Washington,-,17,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
17,18,Southern California,+1,19,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
18,19,UC Davis,+1,20,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
19,20,California,+1,21,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
20,21,Colorado College,+1,22,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
21,22,Kansas,,-,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
22,23,Wisconsin,-5,18,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
23,24,North Carolina,-1,23,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
24,25,UC San Diego,-1,24,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
0,1,British Columbia,-,1,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
1,2,Whitman,-,2,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
2,3,Stanford,-,3,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
3,4,UCLA,-,4,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
4,5,Oregon,-,5,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
5,6,Central Florida,-,6,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
6,7,Pittsburgh,-,7,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
7,8,Dartmouth,-,8,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
8,9,Minnesota,+1,10,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
9,10,Washington,+1,11,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
10,11,Virginia,+5,16,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
11,12,Michigan,-3,9,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
12,13,Texas,-1,12,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
13,14,Ohio State,-1,13,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
14,15,Notre Dame Womb,-1,14,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
15,16,Colorado,-1,15,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
16,17,Western Washington,-,17,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
17,18,Wisconsin,-,18,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
18,19,Southern California,-,19,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
19,20,UC Davis,+5,25,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
20,21,California,-,21,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
21,22,Colorado College,-,22,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
22,23,North Carolina,,-,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
23,24,UC San Diego,-1,23,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
24,25,Florida State,-1,24,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
0,1,British Columbia,-,1,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
1,2,Whitman,-,2,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
2,3,Stanford,+3,6,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
3,4,UCLA,-,4,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
4,5,Oregon,-2,3,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
5,6,Central Florida,-1,5,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
6,7,Pittsburgh,-,7,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
7,8,Dartmouth,+1,9,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
8,9,Michigan,+2,11,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
9,10,Minnesota,+2,12,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
10,11,Washington,+2,13,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
11,12,Texas,-4,8,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
12,13,Ohio State,+1,14,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
13,14,Notre Dame Womb,+1,15,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
14,15,Colorado,-5,10,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
15,16,Virginia,-,16,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
16,17,Western Washington,-,17,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
17,18,Wisconsin,-,18,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
18,19,Southern California,,-,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
19,20,UNC Wilmington,-,20,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
20,21,California,,-,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
21,22,Colorado College,-1,21,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
22,23,UC San Diego,+1,24,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
23,24,Florida State,-2,22,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
24,25,UC Davis,-6,19,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
0,1,British Columbia,-,1,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
1,2,Whitman,-,2,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
2,3,Oregon,-,3,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
3,4,UCLA,-,4,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
4,5,Central Florida,+2,7,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
5,6,Stanford,-,6,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
6,7,Pittsburgh,+6,13,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
7,8,Texas,+1,9,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
8,9,Dartmouth,-4,5,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
9,10,Colorado,-,10,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
10,11,Michigan,-,11,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
11,12,Minnesota,+7,19,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
12,13,Washington,-1,12,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
13,14,Ohio State,+7,21,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
14,15,Notre Dame Womb,-,15,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
15,16,Virginia,-8,8,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
16,17,Western Washington,-,17,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
17,18,Wisconsin,+6,24,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
18,19,UC Davis,-1,18,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
19,20,UNC Wilmington,,-,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
20,21,Colorado College,+2,23,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
21,22,Florida State,-2,20,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
22,23,Tufts,,-,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
23,24,UC San Diego,-2,22,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
24,25,Kansas,-11,14,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
0,1,British Columbia,,,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
1,2,Whitman,,,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
2,3,Oregon,,,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
3,4,UCLA,,,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
4,5,Dartmouth,,,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
5,6,Stanford,,,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
6,7,Central Florida,,,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
7,8,Virginia,,,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
8,9,Texas,,,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
9,10,Colorado,,,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
10,11,Michigan,,,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
11,12,Washington,,,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
12,13,Pittsburgh,,,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
13,14,Kansas,,,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
14,15,Notre Dame Womb,,,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
15,16,Carleton,,,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
16,17,Western Washington,,,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
17,18,UC Davis,,,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
18,19,Minnesota,,,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
19,20,Florida State,,,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
20,21,Ohio State,,,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
21,22,UC San Diego,,,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
22,23,Colorado College,,,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
23,24,Wisconsin,,,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
24,25,Northwestern,,,2016-12-15,"
College D-I Women’s Rankings, 2017 Season, End Of Fall
Published on December 15, 2016
"
0,1,Oregon,-,1,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
1,2,British Columbia,-,2,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
2,3,Dartmouth,-,3,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
3,4,Whitman,-,4,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
4,5,Stanford,-,5,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
5,6,UCLA,-,6,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
6,7,Central Florida,-,7,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
7,8,Virginia,+1,9,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
8,9,Texas,+3,12,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
9,10,Ohio State,-2,8,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
10,11,Colorado,-1,10,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
11,12,Washington,-1,11,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
12,13,Pittsburgh,-,13,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
13,14,Kansas,-,14,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
14,15,Carleton,-,15,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
15,16,Victoria,-,16,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
16,17,Western Washington,-,17,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
17,18,Michigan,,-,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
18,19,Minnesota,-1,18,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
19,20,Colorado College,-1,19,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
20,21,California,-1,20,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
21,22,UC Davis,-1,21,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
22,23,Wisconsin,-1,22,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
23,24,North Carolina,,-,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
24,25,Northwestern,-2,23,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
0,1,Oregon,-,1,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
1,2,British Columbia,-,2,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
2,3,Dartmouth,-,3,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
3,4,Whitman,-,4,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
4,5,Stanford,-,5,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
5,6,UCLA,-,6,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
6,7,Central Florida,-,7,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
7,8,Ohio State,-,8,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
8,9,Virginia,-,9,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
9,10,Colorado,-,10,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
10,11,Washington,-,11,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
11,12,Texas,-,12,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
12,13,Pittsburgh,-,13,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
13,14,Kansas,-,14,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
14,15,Carleton,-,15,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
15,16,Victoria,-,16,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
16,17,Western Washington,+1,18,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
17,18,Minnesota,+1,19,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
18,19,Colorado College,-2,17,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
19,20,California,-,20,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
20,21,UC Davis,-,21,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
21,22,Wisconsin,-,22,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
22,23,Northwestern,,-,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
23,24,Tufts,-1,23,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
24,25,Florida State,,-,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
0,1,Oregon,+1,2,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
1,2,British Columbia,-1,1,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
2,3,Dartmouth,+9,12,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
3,4,Whitman,+6,10,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
4,5,Stanford,-2,3,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
5,6,UCLA,-,6,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
6,7,Central Florida,+9,16,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
7,8,Ohio State,+6,14,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
8,9,Virginia,-5,4,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
9,10,Colorado,-3,7,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
10,11,Washington,-6,5,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
11,12,Texas,+11,23,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
12,13,Pittsburgh,+4,17,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
13,14,Kansas,-3,11,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
14,15,Carleton,-6,9,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
15,16,Victoria,-1,15,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
16,17,Colorado College,+5,22,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
17,18,Western Washington,+1,19,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
18,19,Minnesota,+6,25,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
19,20,California,+4,24,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
20,21,UC Davis,,-,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
21,22,Wisconsin,,-,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
22,23,Tufts,-10,13,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
23,24,Notre Dame Womb,-6,18,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
24,25,North Carolina,,-,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
0,1,British Columbia,+2,3,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
1,2,Oregon,-1,1,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
2,3,Stanford,-1,2,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
3,4,Virginia,-,4,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
4,5,Washington,+1,6,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
5,6,UCLA,-1,5,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
6,7,Colorado,-,7,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
7,8,Florida State,+1,9,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
8,9,Carleton,+6,15,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
9,10,Whitman,-2,8,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
10,11,Kansas,-1,10,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
11,12,Dartmouth,+1,13,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
12,13,Tufts,-2,11,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
13,14,Ohio State,-2,12,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
14,15,Victoria,+1,16,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
15,16,Central Florida,-2,14,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
16,17,Pittsburgh,+1,18,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
17,18,Notre Dame Womb,+3,21,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
18,19,Western Washington,-2,17,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
19,20,Northeastern,-1,19,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
20,21,Georgia,-1,20,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
21,22,Colorado College,-,22,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
22,23,Texas,-,23,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
23,24,California,,-,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
24,25,Minnesota,-1,24,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
0,1,Oregon,-,1,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
1,2,Stanford,-,2,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
2,3,British Columbia,-,3,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
3,4,Virginia,+1,5,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
4,5,UCLA,-1,4,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
5,6,Washington,-,6,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
6,7,Colorado,-,7,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
7,8,Whitman,-,8,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
8,9,Florida State,+5,14,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
9,10,Kansas,+6,16,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
10,11,Tufts,-1,10,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
11,12,Ohio State,-3,9,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
12,13,Dartmouth,-1,12,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
