thrower,origin_x,origin_y,receiver,destination_x,destination_y,blocker,throwaway,callahan,drop,block,goal,score,time_left,motion,home_players,away_players,home_score,away_score,game_id,quarter_id
rgross,19.02,61.63,xpayne,5.45,59.79,,False,False,False,False,False,18-19,393,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['wbrandt', 'rishaque', 'tthomegre', 'bmatis', 'ileonard', 'gpangburn', 'ihahn']",18,19,2021-08-15-MIN-IND,Q4
xpayne,5.45,59.79,lconiaris,19.91,79.77,,False,False,False,False,False,18-19,393,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['wbrandt', 'rishaque', 'tthomegre', 'bmatis', 'ileonard', 'gpangburn', 'ihahn']",18,19,2021-08-15-MIN-IND,Q4
lconiaris,19.91,79.77,tcarpente,16.7,70.5,,False,False,False,False,False,18-19,393,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['wbrandt', 'rishaque', 'tthomegre', 'bmatis', 'ileonard', 'gpangburn', 'ihahn']",18,19,2021-08-15-MIN-IND,Q4
tcarpente,16.7,70.5,rgross,-6.35,73.77,,False,False,False,False,False,18-19,393,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['wbrandt', 'rishaque', 'tthomegre', 'bmatis', 'ileonard', 'gpangburn', 'ihahn']",18,19,2021-08-15-MIN-IND,Q4
rgross,-6.35,73.77,tcarpente,-7.1,66.88,,False,False,False,False,False,18-19,393,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['wbrandt', 'rishaque', 'tthomegre', 'bmatis', 'ileonard', 'gpangburn', 'ihahn']",18,19,2021-08-15-MIN-IND,Q4
tcarpente,-7.1,66.88,rgross,-4.78,59.45,,False,False,False,False,False,18-19,393,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['wbrandt', 'rishaque', 'tthomegre', 'bmatis', 'ileonard', 'gpangburn', 'ihahn']",18,19,2021-08-15-MIN-IND,Q4
rgross,-4.78,59.45,cbrock,-16.71,76.9,,False,False,False,False,False,18-19,393,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['wbrandt', 'rishaque', 'tthomegre', 'bmatis', 'ileonard', 'gpangburn', 'ihahn']",18,19,2021-08-15-MIN-IND,Q4
cbrock,-16.71,76.9,,-10.03,87.47,,True,False,False,False,False,18-19,393,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['wbrandt', 'rishaque', 'tthomegre', 'bmatis', 'ileonard', 'gpangburn', 'ihahn']",18,19,2021-08-15-MIN-IND,Q4
tpoletto,17.55,25.33,bvohnoutk,18.87,33.56,,False,False,False,False,False,18-19,334,timeout,"['jvenegas', 'tdynes', 'crae', 'chardesty', 'nhutton', 'jfella', 'mzetsch']","['tpoletto', 'nvogt', 'wbrandt', 'pkrenik', 'bvohnoutk', 'cjurek', 'aroy']",18,19,2021-08-15-MIN-IND,Q4
bvohnoutk,18.87,33.56,cjurek,21.42,44.56,,False,False,False,False,False,18-19,334,motion,"['jvenegas', 'tdynes', 'crae', 'chardesty', 'nhutton', 'jfella', 'mzetsch']","['tpoletto', 'nvogt', 'wbrandt', 'pkrenik', 'bvohnoutk', 'cjurek', 'aroy']",18,19,2021-08-15-MIN-IND,Q4
cjurek,21.42,44.56,tpoletto,21.34,50.38,,False,False,False,False,False,18-19,334,motion,"['jvenegas', 'tdynes', 'crae', 'chardesty', 'nhutton', 'jfella', 'mzetsch']","['tpoletto', 'nvogt', 'wbrandt', 'pkrenik', 'bvohnoutk', 'cjurek', 'aroy']",18,19,2021-08-15-MIN-IND,Q4
tpoletto,21.34,50.38,cjurek,21.78,59.63,,False,False,False,False,False,18-19,334,motion,"['jvenegas', 'tdynes', 'crae', 'chardesty', 'nhutton', 'jfella', 'mzetsch']","['tpoletto', 'nvogt', 'wbrandt', 'pkrenik', 'bvohnoutk', 'cjurek', 'aroy']",18,19,2021-08-15-MIN-IND,Q4
cjurek,21.78,59.63,tpoletto,11.58,56.72,,False,False,False,False,False,18-19,334,motion,"['jvenegas', 'tdynes', 'crae', 'chardesty', 'nhutton', 'jfella', 'mzetsch']","['tpoletto', 'nvogt', 'wbrandt', 'pkrenik', 'bvohnoutk', 'cjurek', 'aroy']",18,19,2021-08-15-MIN-IND,Q4
tpoletto,11.58,56.72,aroy,-3.28,62.83,,False,False,False,False,False,18-19,334,motion,"['jvenegas', 'tdynes', 'crae', 'chardesty', 'nhutton', 'jfella', 'mzetsch']","['tpoletto', 'nvogt', 'wbrandt', 'pkrenik', 'bvohnoutk', 'cjurek', 'aroy']",18,19,2021-08-15-MIN-IND,Q4
aroy,-3.28,62.83,bvohnoutk,3.2,70.33,,False,False,False,False,False,18-19,334,motion,"['jvenegas', 'tdynes', 'crae', 'chardesty', 'nhutton', 'jfella', 'mzetsch']","['tpoletto', 'nvogt', 'wbrandt', 'pkrenik', 'bvohnoutk', 'cjurek', 'aroy']",18,19,2021-08-15-MIN-IND,Q4
bvohnoutk,3.2,70.33,wbrandt,14.13,77.69,,False,False,False,False,False,18-19,334,motion,"['jvenegas', 'tdynes', 'crae', 'chardesty', 'nhutton', 'jfella', 'mzetsch']","['tpoletto', 'nvogt', 'wbrandt', 'pkrenik', 'bvohnoutk', 'cjurek', 'aroy']",18,19,2021-08-15-MIN-IND,Q4
wbrandt,14.13,77.69,bvohnoutk,16.17,86.43,,False,False,False,False,False,18-19,334,motion,"['jvenegas', 'tdynes', 'crae', 'chardesty', 'nhutton', 'jfella', 'mzetsch']","['tpoletto', 'nvogt', 'wbrandt', 'pkrenik', 'bvohnoutk', 'cjurek', 'aroy']",18,19,2021-08-15-MIN-IND,Q4
bvohnoutk,16.17,86.43,tpoletto,17.85,103.83,,False,False,False,False,True,18-20,334,motion,"['jvenegas', 'tdynes', 'crae', 'chardesty', 'nhutton', 'jfella', 'mzetsch']","['tpoletto', 'nvogt', 'wbrandt', 'pkrenik', 'bvohnoutk', 'cjurek', 'aroy']",18,20,2021-08-15-MIN-IND,Q4
tcarpente,0.0,40.0,xpayne,-3.89,46.43,,False,False,False,False,False,18-20,292,pull,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'tcarpente', 'xpayne']","['bmatzuka', 'jkittlese', 'tthomegre', 'ddeclerck', 'cmccutche', 'aroy', 'bbergmeie']",18,20,2021-08-15-MIN-IND,Q4
xpayne,-3.89,46.43,tcarpente,6.54,42.95,,False,False,False,False,False,18-20,292,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'tcarpente', 'xpayne']","['bmatzuka', 'jkittlese', 'tthomegre', 'ddeclerck', 'cmccutche', 'aroy', 'bbergmeie']",18,20,2021-08-15-MIN-IND,Q4
tcarpente,6.54,42.95,rgross,16.57,50.18,,False,False,False,False,False,18-20,292,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'tcarpente', 'xpayne']","['bmatzuka', 'jkittlese', 'tthomegre', 'ddeclerck', 'cmccutche', 'aroy', 'bbergmeie']",18,20,2021-08-15-MIN-IND,Q4
rgross,16.57,50.18,cbrock,19.3,68.59,,False,False,False,False,False,18-20,292,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'tcarpente', 'xpayne']","['bmatzuka', 'jkittlese', 'tthomegre', 'ddeclerck', 'cmccutche', 'aroy', 'bbergmeie']",18,20,2021-08-15-MIN-IND,Q4
cbrock,19.3,68.59,xpayne,22.98,83.72,,False,False,False,False,False,18-20,292,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'tcarpente', 'xpayne']","['bmatzuka', 'jkittlese', 'tthomegre', 'ddeclerck', 'cmccutche', 'aroy', 'bbergmeie']",18,20,2021-08-15-MIN-IND,Q4
xpayne,22.98,83.72,kromard,-16.58,115.22,,False,False,False,False,True,19-20,292,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'tcarpente', 'xpayne']","['bmatzuka', 'jkittlese', 'tthomegre', 'ddeclerck', 'cmccutche', 'aroy', 'bbergmeie']",19,20,2021-08-15-MIN-IND,Q4
tpoletto,26.66,61.89,cjurek,20.03,77.11,,False,False,False,False,False,19-20,264,pull,"['jfella', 'ahamilton', 'cginet', 'mames', 'emock', 'nphillips', 'ccurran']","['jklane', 'cjurek', 'bvohnoutk', 'pkrenik', 'wbrandt', 'tpoletto', 'nvogt']",19,20,2021-08-15-MIN-IND,Q4
cjurek,20.03,77.11,nvogt,14.2,80.6,,False,False,False,False,False,19-20,264,motion,"['jfella', 'ahamilton', 'cginet', 'mames', 'emock', 'nphillips', 'ccurran']","['jklane', 'cjurek', 'bvohnoutk', 'pkrenik', 'wbrandt', 'tpoletto', 'nvogt']",19,20,2021-08-15-MIN-IND,Q4
nvogt,14.2,80.6,wbrandt,17.77,81.26,,False,False,False,False,False,19-20,264,motion,"['jfella', 'ahamilton', 'cginet', 'mames', 'emock', 'nphillips', 'ccurran']","['jklane', 'cjurek', 'bvohnoutk', 'pkrenik', 'wbrandt', 'tpoletto', 'nvogt']",19,20,2021-08-15-MIN-IND,Q4
wbrandt,17.77,81.26,cjurek,15.88,90.43,,False,False,False,False,False,19-20,264,motion,"['jfella', 'ahamilton', 'cginet', 'mames', 'emock', 'nphillips', 'ccurran']","['jklane', 'cjurek', 'bvohnoutk', 'pkrenik', 'wbrandt', 'tpoletto', 'nvogt']",19,20,2021-08-15-MIN-IND,Q4
cjurek,15.88,90.43,bvohnoutk,17.63,105.21,,False,False,False,False,True,19-21,264,motion,"['jfella', 'ahamilton', 'cginet', 'mames', 'emock', 'nphillips', 'ccurran']","['jklane', 'cjurek', 'bvohnoutk', 'pkrenik', 'wbrandt', 'tpoletto', 'nvogt']",19,21,2021-08-15-MIN-IND,Q4
tcarpente,0.0,40.0,xpayne,0.34,49.49,,False,False,False,False,False,19-21,237,pull,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['rishaque', 'bbergmeie', 'ihahn', 'bmatzuka', 'tthomegre', 'cberry', 'ddeclerck']",19,21,2021-08-15-MIN-IND,Q4
xpayne,0.34,49.49,rgross,9.0,56.72,,False,False,False,False,False,19-21,237,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['rishaque', 'bbergmeie', 'ihahn', 'bmatzuka', 'tthomegre', 'cberry', 'ddeclerck']",19,21,2021-08-15-MIN-IND,Q4
rgross,9.0,56.72,cbrock,23.05,75.54,,False,False,False,False,False,19-21,237,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['rishaque', 'bbergmeie', 'ihahn', 'bmatzuka', 'tthomegre', 'cberry', 'ddeclerck']",19,21,2021-08-15-MIN-IND,Q4
cbrock,23.05,75.54,rgross,8.38,62.65,,False,False,False,False,False,19-21,237,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['rishaque', 'bbergmeie', 'ihahn', 'bmatzuka', 'tthomegre', 'cberry', 'ddeclerck']",19,21,2021-08-15-MIN-IND,Q4
rgross,8.38,62.65,,-14.6,73.97,,True,False,False,False,False,19-21,237,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['rishaque', 'bbergmeie', 'ihahn', 'bmatzuka', 'tthomegre', 'cberry', 'ddeclerck']",19,21,2021-08-15-MIN-IND,Q4
bmatzuka,19.38,32.54,bbergmeie,23.6,40.26,,False,False,False,False,False,19-21,237,turnover,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['rishaque', 'bbergmeie', 'ihahn', 'bmatzuka', 'tthomegre', 'cberry', 'ddeclerck']",19,21,2021-08-15-MIN-IND,Q4
bbergmeie,23.6,40.26,bmatzuka,16.32,32.18,,False,False,False,False,False,19-21,237,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['rishaque', 'bbergmeie', 'ihahn', 'bmatzuka', 'tthomegre', 'cberry', 'ddeclerck']",19,21,2021-08-15-MIN-IND,Q4
bmatzuka,16.32,32.18,tthomegre,-8.82,41.5,,False,False,False,False,False,19-21,237,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['rishaque', 'bbergmeie', 'ihahn', 'bmatzuka', 'tthomegre', 'cberry', 'ddeclerck']",19,21,2021-08-15-MIN-IND,Q4
tthomegre,-8.82,41.5,cberry,-12.32,52.42,,False,False,False,False,False,19-21,237,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['rishaque', 'bbergmeie', 'ihahn', 'bmatzuka', 'tthomegre', 'cberry', 'ddeclerck']",19,21,2021-08-15-MIN-IND,Q4
cberry,-12.32,52.42,bmatzuka,-15.31,42.52,,False,False,False,False,False,19-21,237,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['rishaque', 'bbergmeie', 'ihahn', 'bmatzuka', 'tthomegre', 'cberry', 'ddeclerck']",19,21,2021-08-15-MIN-IND,Q4
bmatzuka,-15.31,42.52,rishaque,-21.13,56.72,,False,False,False,False,False,19-21,237,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['rishaque', 'bbergmeie', 'ihahn', 'bmatzuka', 'tthomegre', 'cberry', 'ddeclerck']",19,21,2021-08-15-MIN-IND,Q4
rishaque,-21.13,56.72,bmatzuka,-16.76,47.25,,False,False,False,False,False,19-21,237,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['rishaque', 'bbergmeie', 'ihahn', 'bmatzuka', 'tthomegre', 'cberry', 'ddeclerck']",19,21,2021-08-15-MIN-IND,Q4
bmatzuka,-16.76,47.25,tthomegre,-3.65,62.33,,False,False,False,False,False,19-21,237,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['rishaque', 'bbergmeie', 'ihahn', 'bmatzuka', 'tthomegre', 'cberry', 'ddeclerck']",19,21,2021-08-15-MIN-IND,Q4
tthomegre,-3.65,62.33,rishaque,-13.7,68.37,,False,False,False,False,False,19-21,237,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['rishaque', 'bbergmeie', 'ihahn', 'bmatzuka', 'tthomegre', 'cberry', 'ddeclerck']",19,21,2021-08-15-MIN-IND,Q4
rishaque,-13.7,68.37,bbergmeie,-13.05,82.79,,False,False,False,False,False,19-21,237,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['rishaque', 'bbergmeie', 'ihahn', 'bmatzuka', 'tthomegre', 'cberry', 'ddeclerck']",19,21,2021-08-15-MIN-IND,Q4
bbergmeie,-13.05,82.79,tthomegre,-23.1,105.29,,False,False,False,False,True,19-22,237,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['rishaque', 'bbergmeie', 'ihahn', 'bmatzuka', 'tthomegre', 'cberry', 'ddeclerck']",19,22,2021-08-15-MIN-IND,Q4
crae,-11.87,20.52,xpayne,-0.96,28.84,,False,False,False,False,False,19-22,159,pull,"['tdynes', 'ccurran', 'cbrock', 'xpayne', 'nhutton', 'cginet', 'crae']","['nvogt', 'cmccutche', 'bmatis', 'jkittlese', 'ddeclerck', 'bmatzuka', 'ileonard']",19,22,2021-08-15-MIN-IND,Q4
xpayne,-0.96,28.84,ccurran,6.75,31.63,,False,False,False,False,False,19-22,159,motion,"['tdynes', 'ccurran', 'cbrock', 'xpayne', 'nhutton', 'cginet', 'crae']","['nvogt', 'cmccutche', 'bmatis', 'jkittlese', 'ddeclerck', 'bmatzuka', 'ileonard']",19,22,2021-08-15-MIN-IND,Q4
ccurran,6.75,31.63,xpayne,-0.35,27.13,,False,False,False,False,False,19-22,159,motion,"['tdynes', 'ccurran', 'cbrock', 'xpayne', 'nhutton', 'cginet', 'crae']","['nvogt', 'cmccutche', 'bmatis', 'jkittlese', 'ddeclerck', 'bmatzuka', 'ileonard']",19,22,2021-08-15-MIN-IND,Q4
xpayne,-0.35,27.13,tdynes,-9.35,32.79,,False,False,False,False,False,19-22,159,motion,"['tdynes', 'ccurran', 'cbrock', 'xpayne', 'nhutton', 'cginet', 'crae']","['nvogt', 'cmccutche', 'bmatis', 'jkittlese', 'ddeclerck', 'bmatzuka', 'ileonard']",19,22,2021-08-15-MIN-IND,Q4
tdynes,-9.35,32.79,cginet,-20.94,49.09,,False,False,False,False,False,19-22,159,motion,"['tdynes', 'ccurran', 'cbrock', 'xpayne', 'nhutton', 'cginet', 'crae']","['nvogt', 'cmccutche', 'bmatis', 'jkittlese', 'ddeclerck', 'bmatzuka', 'ileonard']",19,22,2021-08-15-MIN-IND,Q4
cginet,-20.94,49.09,crae,-12.21,43.7,,False,False,False,False,False,19-22,159,motion,"['tdynes', 'ccurran', 'cbrock', 'xpayne', 'nhutton', 'cginet', 'crae']","['nvogt', 'cmccutche', 'bmatis', 'jkittlese', 'ddeclerck', 'bmatzuka', 'ileonard']",19,22,2021-08-15-MIN-IND,Q4
crae,-12.21,43.7,nhutton,0.61,44.11,,False,False,False,False,False,19-22,159,motion,"['tdynes', 'ccurran', 'cbrock', 'xpayne', 'nhutton', 'cginet', 'crae']","['nvogt', 'cmccutche', 'bmatis', 'jkittlese', 'ddeclerck', 'bmatzuka', 'ileonard']",19,22,2021-08-15-MIN-IND,Q4
nhutton,0.61,44.11,cbrock,-9.42,49.36,,False,False,False,False,False,19-22,159,motion,"['tdynes', 'ccurran', 'cbrock', 'xpayne', 'nhutton', 'cginet', 'crae']","['nvogt', 'cmccutche', 'bmatis', 'jkittlese', 'ddeclerck', 'bmatzuka', 'ileonard']",19,22,2021-08-15-MIN-IND,Q4
cbrock,-9.42,49.36,nhutton,4.77,43.36,,False,False,False,False,False,19-22,159,motion,"['tdynes', 'ccurran', 'cbrock', 'xpayne', 'nhutton', 'cginet', 'crae']","['nvogt', 'cmccutche', 'bmatis', 'jkittlese', 'ddeclerck', 'bmatzuka', 'ileonard']",19,22,2021-08-15-MIN-IND,Q4
nhutton,4.77,43.36,xpayne,10.57,50.18,,False,False,False,False,False,19-22,159,motion,"['tdynes', 'ccurran', 'cbrock', 'xpayne', 'nhutton', 'cginet', 'crae']","['nvogt', 'cmccutche', 'bmatis', 'jkittlese', 'ddeclerck', 'bmatzuka', 'ileonard']",19,22,2021-08-15-MIN-IND,Q4
xpayne,10.57,50.18,crae,1.09,49.84,,False,False,False,False,False,19-22,159,motion,"['tdynes', 'ccurran', 'cbrock', 'xpayne', 'nhutton', 'cginet', 'crae']","['nvogt', 'cmccutche', 'bmatis', 'jkittlese', 'ddeclerck', 'bmatzuka', 'ileonard']",19,22,2021-08-15-MIN-IND,Q4
crae,1.09,49.84,nhutton,-10.78,60.0,,False,False,False,False,False,19-22,159,motion,"['tdynes', 'ccurran', 'cbrock', 'xpayne', 'nhutton', 'cginet', 'crae']","['nvogt', 'cmccutche', 'bmatis', 'jkittlese', 'ddeclerck', 'bmatzuka', 'ileonard']",19,22,2021-08-15-MIN-IND,Q4
nhutton,-10.78,60.0,,-26.67,111.47,,True,False,False,False,False,19-22,159,motion,"['tdynes', 'ccurran', 'cbrock', 'xpayne', 'nhutton', 'cginet', 'crae']","['nvogt', 'cmccutche', 'bmatis', 'jkittlese', 'ddeclerck', 'bmatzuka', 'ileonard']",19,22,2021-08-15-MIN-IND,Q4
bmatzuka,25.93,20.0,nvogt,24.62,38.88,,False,False,False,False,False,19-22,159,turnover,"['tdynes', 'ccurran', 'cbrock', 'xpayne', 'nhutton', 'cginet', 'crae']","['nvogt', 'cmccutche', 'bmatis', 'jkittlese', 'bmatzuka', 'ileonard', 'tpoletto']",19,22,2021-08-15-MIN-IND,Q4
nvogt,24.62,38.88,tpoletto,19.3,29.63,,False,False,False,False,False,19-22,159,motion,"['tdynes', 'ccurran', 'cbrock', 'xpayne', 'nhutton', 'cginet', 'crae']","['nvogt', 'cmccutche', 'bmatis', 'jkittlese', 'bmatzuka', 'ileonard', 'tpoletto']",19,22,2021-08-15-MIN-IND,Q4
tpoletto,19.3,29.63,cmccutche,6.41,37.42,,False,False,False,False,False,19-22,159,motion,"['tdynes', 'ccurran', 'cbrock', 'xpayne', 'nhutton', 'cginet', 'crae']","['nvogt', 'cmccutche', 'bmatis', 'jkittlese', 'bmatzuka', 'ileonard', 'tpoletto']",19,22,2021-08-15-MIN-IND,Q4
cmccutche,6.41,37.42,bmatis,-10.28,47.69,,False,False,False,False,False,19-22,159,motion,"['tdynes', 'ccurran', 'cbrock', 'xpayne', 'nhutton', 'cginet', 'crae']","['nvogt', 'cmccutche', 'bmatis', 'jkittlese', 'bmatzuka', 'ileonard', 'tpoletto']",19,22,2021-08-15-MIN-IND,Q4
bmatis,-10.28,47.69,bmatzuka,-12.32,38.44,,False,False,False,False,False,19-22,159,motion,"['tdynes', 'ccurran', 'cbrock', 'xpayne', 'nhutton', 'cginet', 'crae']","['nvogt', 'cmccutche', 'bmatis', 'jkittlese', 'bmatzuka', 'ileonard', 'tpoletto']",19,22,2021-08-15-MIN-IND,Q4
bmatzuka,-12.32,38.44,nvogt,-23.47,50.89,,False,False,False,False,False,19-22,159,motion,"['tdynes', 'ccurran', 'cbrock', 'xpayne', 'nhutton', 'cginet', 'crae']","['nvogt', 'cmccutche', 'bmatis', 'jkittlese', 'bmatzuka', 'ileonard', 'tpoletto']",19,22,2021-08-15-MIN-IND,Q4
nvogt,-23.47,50.89,ileonard,-18.8,71.79,,False,False,False,False,False,19-22,159,motion,"['tdynes', 'ccurran', 'cbrock', 'xpayne', 'nhutton', 'cginet', 'crae']","['nvogt', 'cmccutche', 'bmatis', 'jkittlese', 'bmatzuka', 'ileonard', 'tpoletto']",19,22,2021-08-15-MIN-IND,Q4
ileonard,-18.8,61.790000000000006,bmatis,-4.16,63.64,,False,False,False,False,False,19-22,159,penalty,"['tdynes', 'ccurran', 'cbrock', 'xpayne', 'nhutton', 'cginet', 'crae']","['nvogt', 'cmccutche', 'bmatis', 'jkittlese', 'bmatzuka', 'ileonard', 'tpoletto']",19,22,2021-08-15-MIN-IND,Q4
bmatis,-4.16,63.64,cmccutche,10.12,69.75,,False,False,False,False,False,19-22,159,motion,"['tdynes', 'ccurran', 'cbrock', 'xpayne', 'nhutton', 'cginet', 'crae']","['nvogt', 'cmccutche', 'bmatis', 'jkittlese', 'bmatzuka', 'ileonard', 'tpoletto']",19,22,2021-08-15-MIN-IND,Q4
cmccutche,10.12,69.75,bmatzuka,18.28,71.43,,False,False,False,False,False,19-22,159,motion,"['tdynes', 'ccurran', 'cbrock', 'xpayne', 'nhutton', 'cginet', 'crae']","['nvogt', 'cmccutche', 'bmatis', 'jkittlese', 'bmatzuka', 'ileonard', 'tpoletto']",19,22,2021-08-15-MIN-IND,Q4
bmatzuka,18.28,71.43,nvogt,5.53,65.89,,False,False,False,False,False,19-22,159,motion,"['tdynes', 'ccurran', 'cbrock', 'xpayne', 'nhutton', 'cginet', 'crae']","['nvogt', 'cmccutche', 'bmatis', 'jkittlese', 'bmatzuka', 'ileonard', 'tpoletto']",19,22,2021-08-15-MIN-IND,Q4
nvogt,5.53,65.89,bmatis,6.26,75.29,,False,False,False,False,False,19-22,159,motion,"['tdynes', 'ccurran', 'cbrock', 'xpayne', 'nhutton', 'cginet', 'crae']","['nvogt', 'cmccutche', 'bmatis', 'jkittlese', 'bmatzuka', 'ileonard', 'tpoletto']",19,22,2021-08-15-MIN-IND,Q4
bmatis,6.26,75.29,bmatzuka,11.58,72.96,,False,False,False,False,False,19-22,159,motion,"['tdynes', 'ccurran', 'cbrock', 'xpayne', 'nhutton', 'cginet', 'crae']","['nvogt', 'cmccutche', 'bmatis', 'jkittlese', 'bmatzuka', 'ileonard', 'tpoletto']",19,22,2021-08-15-MIN-IND,Q4
bmatzuka,11.58,72.96,tpoletto,-1.9,69.32,,False,False,False,False,False,19-22,159,motion,"['tdynes', 'ccurran', 'cbrock', 'xpayne', 'nhutton', 'cginet', 'crae']","['nvogt', 'cmccutche', 'bmatis', 'jkittlese', 'bmatzuka', 'ileonard', 'tpoletto']",19,22,2021-08-15-MIN-IND,Q4
tpoletto,-1.9,69.32,bmatzuka,0.51,72.01,,False,False,False,False,False,19-22,159,motion,"['tdynes', 'ccurran', 'cbrock', 'xpayne', 'nhutton', 'cginet', 'crae']","['nvogt', 'cmccutche', 'bmatis', 'jkittlese', 'bmatzuka', 'ileonard', 'tpoletto']",19,22,2021-08-15-MIN-IND,Q4
bmatzuka,0.51,62.010000000000005,cmccutche,-5.25,69.83,,False,False,False,False,False,19-22,159,penalty,"['tdynes', 'ccurran', 'cbrock', 'xpayne', 'nhutton', 'cginet', 'crae']","['nvogt', 'cmccutche', 'bmatis', 'jkittlese', 'bmatzuka', 'ileonard', 'tpoletto']",19,22,2021-08-15-MIN-IND,Q4
cmccutche,-5.25,69.83,ileonard,-4.67,67.28,,False,False,False,False,False,19-22,159,motion,"['tdynes', 'ccurran', 'cbrock', 'xpayne', 'nhutton', 'cginet', 'crae']","['nvogt', 'cmccutche', 'bmatis', 'jkittlese', 'bmatzuka', 'ileonard', 'tpoletto']",19,22,2021-08-15-MIN-IND,Q4
ileonard,-4.67,67.28,nvogt,-15.45,79.8,,False,False,False,False,False,19-22,159,motion,"['tdynes', 'ccurran', 'cbrock', 'xpayne', 'nhutton', 'cginet', 'crae']","['nvogt', 'cmccutche', 'bmatis', 'jkittlese', 'bmatzuka', 'ileonard', 'tpoletto']",19,22,2021-08-15-MIN-IND,Q4
nvogt,-15.45,79.8,jkittlese,-18.58,104.34,,False,False,False,False,True,19-23,159,motion,"['tdynes', 'ccurran', 'cbrock', 'xpayne', 'nhutton', 'cginet', 'crae']","['nvogt', 'cmccutche', 'bmatis', 'jkittlese', 'bmatzuka', 'ileonard', 'tpoletto']",19,23,2021-08-15-MIN-IND,Q4
xpayne,-17.74,54.54,cbrock,-8.53,57.61,,False,False,False,False,False,19-23,35,pull,"['cbrock', 'ljacobs', 'rgross', 'lconiaris', 'tcarpente', 'xpayne', 'chardesty']","['cjurek', 'bbergmeie', 'ddeclerck', 'cberry', 'wbrandt', 'tthomegre', 'gpangburn']",19,23,2021-08-15-MIN-IND,Q4
cbrock,-8.53,57.61,ljacobs,-9.83,69.61,,False,False,False,False,False,19-23,35,motion,"['cbrock', 'ljacobs', 'rgross', 'lconiaris', 'tcarpente', 'xpayne', 'chardesty']","['cjurek', 'bbergmeie', 'ddeclerck', 'cberry', 'wbrandt', 'tthomegre', 'gpangburn']",19,23,2021-08-15-MIN-IND,Q4
ljacobs,-9.83,69.61,xpayne,-17.4,83.59,,False,False,False,False,False,19-23,35,motion,"['cbrock', 'ljacobs', 'rgross', 'lconiaris', 'tcarpente', 'xpayne', 'chardesty']","['cjurek', 'bbergmeie', 'ddeclerck', 'cberry', 'wbrandt', 'tthomegre', 'gpangburn']",19,23,2021-08-15-MIN-IND,Q4
