thrower,origin_x,origin_y,receiver,destination_x,destination_y,blocker,throwaway,callahan,drop,block,goal,score,time_left,motion,home_players,away_players,home_score,away_score,game_id,quarter_id
jkittlese,-25.65,29.49,,3.2,40.63,jfella,True,False,False,False,False,15-17,80,turnover,"['chardesty', 'jfella', 'tdynes', 'tcarpente', 'cbrock', 'ccurran', 'mzetsch']","['cjurek', 'cmccutche', 'nvogt', 'bbergmeie', 'bmatis', 'cberry', 'jkittlese']",15,17,2021-08-15-MIN-IND,Q3
jfella,13.43,84.27,chardesty,-6.21,104.11,,False,False,False,False,True,16-17,80,turnover,"['chardesty', 'jfella', 'tdynes', 'tcarpente', 'cbrock', 'ccurran', 'mzetsch']","['cjurek', 'cmccutche', 'nvogt', 'bbergmeie', 'bmatis', 'cberry', 'jkittlese']",16,17,2021-08-15-MIN-IND,Q3
aroy,-8.09,20.6,tpoletto,15.22,39.39,,False,False,False,False,False,16-17,27,pull,"['ahamilton', 'jvenegas', 'jfella', 'xpayne', 'chardesty', 'mames', 'nhutton']","['wbrandt', 'bvohnoutk', 'cjurek', 'pkrenik', 'aroy', 'tpoletto', 'jklane']",16,17,2021-08-15-MIN-IND,Q3
tpoletto,15.22,39.39,aroy,-4.09,45.0,,False,False,False,False,False,16-17,27,motion,"['ahamilton', 'jvenegas', 'jfella', 'xpayne', 'chardesty', 'mames', 'nhutton']","['wbrandt', 'bvohnoutk', 'cjurek', 'pkrenik', 'aroy', 'tpoletto', 'jklane']",16,17,2021-08-15-MIN-IND,Q3
aroy,-4.09,45.0,,-24.12,104.85,nhutton,True,False,False,False,False,16-17,27,motion,"['ahamilton', 'jvenegas', 'jfella', 'xpayne', 'chardesty', 'mames', 'nhutton']","['wbrandt', 'bvohnoutk', 'cjurek', 'pkrenik', 'aroy', 'tpoletto', 'jklane']",16,17,2021-08-15-MIN-IND,Q3
tpoletto,0.07,36.99,jklane,-6.13,44.27,,False,False,False,False,False,16-17,720,pull,"['nhutton', 'jvenegas', 'crae', 'chardesty', 'tdynes', 'jfella', 'mzetsch']","['nvogt', 'bvohnoutk', 'wbrandt', 'pkrenik', 'cjurek', 'jklane', 'tpoletto']",16,17,2021-08-15-MIN-IND,Q4
jklane,-6.13,44.27,cjurek,-12.17,60.8,,False,False,False,False,False,16-17,720,motion,"['nhutton', 'jvenegas', 'crae', 'chardesty', 'tdynes', 'jfella', 'mzetsch']","['nvogt', 'bvohnoutk', 'wbrandt', 'pkrenik', 'cjurek', 'jklane', 'tpoletto']",16,17,2021-08-15-MIN-IND,Q4
cjurek,-12.17,60.8,,-7.51,108.78,jvenegas,True,False,False,False,False,16-17,720,motion,"['nhutton', 'jvenegas', 'crae', 'chardesty', 'tdynes', 'jfella', 'mzetsch']","['nvogt', 'bvohnoutk', 'wbrandt', 'pkrenik', 'cjurek', 'jklane', 'tpoletto']",16,17,2021-08-15-MIN-IND,Q4
crae,10.91,21.27,nhutton,16.7,55.22,,False,False,False,False,False,16-17,720,turnover,"['nhutton', 'jvenegas', 'crae', 'chardesty', 'tdynes', 'jfella', 'mzetsch']","['nvogt', 'bvohnoutk', 'wbrandt', 'pkrenik', 'cjurek', 'jklane', 'tpoletto']",16,17,2021-08-15-MIN-IND,Q4
nhutton,16.7,55.22,chardesty,-14.74,83.18,,False,False,False,False,False,16-17,720,motion,"['nhutton', 'jvenegas', 'crae', 'chardesty', 'tdynes', 'jfella', 'mzetsch']","['nvogt', 'bvohnoutk', 'wbrandt', 'pkrenik', 'cjurek', 'jklane', 'tpoletto']",16,17,2021-08-15-MIN-IND,Q4
chardesty,-14.74,83.18,mzetsch,-17.33,78.47,,False,False,False,False,False,16-17,720,motion,"['nhutton', 'jvenegas', 'crae', 'chardesty', 'tdynes', 'jfella', 'mzetsch']","['nvogt', 'bvohnoutk', 'wbrandt', 'pkrenik', 'cjurek', 'jklane', 'tpoletto']",16,17,2021-08-15-MIN-IND,Q4
mzetsch,-17.33,78.47,chardesty,-12.69,77.11,,False,False,False,False,False,16-17,720,motion,"['nhutton', 'jvenegas', 'crae', 'chardesty', 'tdynes', 'jfella', 'mzetsch']","['nvogt', 'bvohnoutk', 'wbrandt', 'pkrenik', 'cjurek', 'jklane', 'tpoletto']",16,17,2021-08-15-MIN-IND,Q4
chardesty,-12.69,77.11,crae,-8.8,71.31,,False,False,False,False,False,16-17,720,motion,"['nhutton', 'jvenegas', 'crae', 'chardesty', 'tdynes', 'jfella', 'mzetsch']","['nvogt', 'bvohnoutk', 'wbrandt', 'pkrenik', 'cjurek', 'jklane', 'tpoletto']",16,17,2021-08-15-MIN-IND,Q4
crae,-8.8,71.31,jfella,-15.28,110.59,,False,False,False,False,True,17-17,720,motion,"['nhutton', 'jvenegas', 'crae', 'chardesty', 'tdynes', 'jfella', 'mzetsch']","['nvogt', 'bvohnoutk', 'wbrandt', 'pkrenik', 'cjurek', 'jklane', 'tpoletto']",17,17,2021-08-15-MIN-IND,Q4
bmatzuka,2.69,9.97,aroy,-10.79,23.15,,False,False,False,False,False,17-17,665,pull,"['mames', 'xpayne', 'ccurran', 'ahamilton', 'nphillips', 'emock', 'cginet']","['cberry', 'cmccutche', 'bmatzuka', 'bbergmeie', 'ddeclerck', 'aroy', 'ileonard']",17,17,2021-08-15-MIN-IND,Q4
aroy,-10.79,23.15,bmatzuka,6.77,23.59,,False,False,False,False,False,17-17,665,motion,"['mames', 'xpayne', 'ccurran', 'ahamilton', 'nphillips', 'emock', 'cginet']","['cberry', 'cmccutche', 'bmatzuka', 'bbergmeie', 'ddeclerck', 'aroy', 'ileonard']",17,17,2021-08-15-MIN-IND,Q4
bmatzuka,6.77,23.59,ddeclerck,-11.81,39.02,,False,False,False,False,False,17-17,665,motion,"['mames', 'xpayne', 'ccurran', 'ahamilton', 'nphillips', 'emock', 'cginet']","['cberry', 'cmccutche', 'bmatzuka', 'bbergmeie', 'ddeclerck', 'aroy', 'ileonard']",17,17,2021-08-15-MIN-IND,Q4
ddeclerck,-11.81,39.02,aroy,-12.46,28.61,,False,False,False,False,False,17-17,665,motion,"['mames', 'xpayne', 'ccurran', 'ahamilton', 'nphillips', 'emock', 'cginet']","['cberry', 'cmccutche', 'bmatzuka', 'bbergmeie', 'ddeclerck', 'aroy', 'ileonard']",17,17,2021-08-15-MIN-IND,Q4
aroy,-12.46,28.61,cmccutche,-16.69,43.32,,False,False,False,False,False,17-17,665,motion,"['mames', 'xpayne', 'ccurran', 'ahamilton', 'nphillips', 'emock', 'cginet']","['cberry', 'cmccutche', 'bmatzuka', 'bbergmeie', 'ddeclerck', 'aroy', 'ileonard']",17,17,2021-08-15-MIN-IND,Q4
cmccutche,-16.69,43.32,aroy,-16.54,35.67,,False,False,False,False,False,17-17,665,motion,"['mames', 'xpayne', 'ccurran', 'ahamilton', 'nphillips', 'emock', 'cginet']","['cberry', 'cmccutche', 'bmatzuka', 'bbergmeie', 'ddeclerck', 'aroy', 'ileonard']",17,17,2021-08-15-MIN-IND,Q4
aroy,-16.54,35.67,ileonard,-17.49,52.35,,False,False,False,False,False,17-17,665,motion,"['mames', 'xpayne', 'ccurran', 'ahamilton', 'nphillips', 'emock', 'cginet']","['cberry', 'cmccutche', 'bmatzuka', 'bbergmeie', 'ddeclerck', 'aroy', 'ileonard']",17,17,2021-08-15-MIN-IND,Q4
ileonard,-17.49,52.35,bmatzuka,-8.97,46.67,,False,False,False,False,False,17-17,665,motion,"['mames', 'xpayne', 'ccurran', 'ahamilton', 'nphillips', 'emock', 'cginet']","['cberry', 'cmccutche', 'bmatzuka', 'bbergmeie', 'ddeclerck', 'aroy', 'ileonard']",17,17,2021-08-15-MIN-IND,Q4
bmatzuka,-8.97,46.67,aroy,-0.37,54.24,,False,False,False,False,False,17-17,665,motion,"['mames', 'xpayne', 'ccurran', 'ahamilton', 'nphillips', 'emock', 'cginet']","['cberry', 'cmccutche', 'bmatzuka', 'bbergmeie', 'ddeclerck', 'aroy', 'ileonard']",17,17,2021-08-15-MIN-IND,Q4
aroy,-0.37,54.24,bmatzuka,7.21,63.78,,False,False,False,False,False,17-17,665,motion,"['mames', 'xpayne', 'ccurran', 'ahamilton', 'nphillips', 'emock', 'cginet']","['cberry', 'cmccutche', 'bmatzuka', 'bbergmeie', 'ddeclerck', 'aroy', 'ileonard']",17,17,2021-08-15-MIN-IND,Q4
bmatzuka,7.21,63.78,cmccutche,-16.25,77.11,,False,False,False,False,False,17-17,665,motion,"['mames', 'xpayne', 'ccurran', 'ahamilton', 'nphillips', 'emock', 'cginet']","['cberry', 'cmccutche', 'bmatzuka', 'bbergmeie', 'ddeclerck', 'aroy', 'ileonard']",17,17,2021-08-15-MIN-IND,Q4
cmccutche,-16.25,87.11,aroy,-7.07,84.46,,False,False,False,False,False,17-17,665,penalty,"['mames', 'xpayne', 'ccurran', 'ahamilton', 'nphillips', 'emock', 'cginet']","['cberry', 'cmccutche', 'bmatzuka', 'bbergmeie', 'ddeclerck', 'aroy', 'ileonard']",17,17,2021-08-15-MIN-IND,Q4
aroy,-7.07,84.46,bbergmeie,-2.48,90.8,,False,False,False,False,False,17-17,665,motion,"['mames', 'xpayne', 'ccurran', 'ahamilton', 'nphillips', 'emock', 'cginet']","['cberry', 'cmccutche', 'bmatzuka', 'bbergmeie', 'ddeclerck', 'aroy', 'ileonard']",17,17,2021-08-15-MIN-IND,Q4
bbergmeie,-2.48,90.8,cmccutche,5.1,85.55,,False,False,False,False,False,17-17,665,motion,"['mames', 'xpayne', 'ccurran', 'ahamilton', 'nphillips', 'emock', 'cginet']","['cberry', 'cmccutche', 'bmatzuka', 'bbergmeie', 'ddeclerck', 'aroy', 'ileonard']",17,17,2021-08-15-MIN-IND,Q4
cmccutche,5.1,85.55,bbergmeie,10.27,96.55,,False,False,False,False,False,17-17,665,motion,"['mames', 'xpayne', 'ccurran', 'ahamilton', 'nphillips', 'emock', 'cginet']","['cberry', 'cmccutche', 'bmatzuka', 'bbergmeie', 'ddeclerck', 'aroy', 'ileonard']",17,17,2021-08-15-MIN-IND,Q4
bbergmeie,10.27,96.55,aroy,-1.32,86.79,,False,False,False,False,False,17-17,665,motion,"['mames', 'xpayne', 'ccurran', 'ahamilton', 'nphillips', 'emock', 'cginet']","['cberry', 'cmccutche', 'bmatzuka', 'bbergmeie', 'ddeclerck', 'aroy', 'ileonard']",17,17,2021-08-15-MIN-IND,Q4
aroy,-1.32,86.79,bbergmeie,4.73,87.16,,False,False,False,False,False,17-17,665,motion,"['mames', 'xpayne', 'ccurran', 'ahamilton', 'nphillips', 'emock', 'cginet']","['cberry', 'cmccutche', 'bmatzuka', 'bbergmeie', 'ddeclerck', 'aroy', 'ileonard']",17,17,2021-08-15-MIN-IND,Q4
bbergmeie,4.73,87.16,aroy,10.34,87.88,,False,False,False,False,False,17-17,665,motion,"['mames', 'xpayne', 'ccurran', 'ahamilton', 'nphillips', 'emock', 'cginet']","['cberry', 'cmccutche', 'bmatzuka', 'bbergmeie', 'ddeclerck', 'aroy', 'ileonard']",17,17,2021-08-15-MIN-IND,Q4
aroy,10.34,87.88,bbergmeie,19.74,104.78,,False,False,False,False,True,17-18,665,motion,"['mames', 'xpayne', 'ccurran', 'ahamilton', 'nphillips', 'emock', 'cginet']","['cberry', 'cmccutche', 'bmatzuka', 'bbergmeie', 'ddeclerck', 'aroy', 'ileonard']",17,18,2021-08-15-MIN-IND,Q4
xpayne,-0.28,59.65,tcarpente,0.81,54.47,,False,False,False,False,False,17-18,567,pull,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'tcarpente', 'xpayne']","['bmatis', 'jkittlese', 'nvogt', 'bvohnoutk', 'cjurek', 'tthomegre', 'ddeclerck']",17,18,2021-08-15-MIN-IND,Q4
tcarpente,0.81,54.47,xpayne,6.2,56.72,,False,False,False,False,False,17-18,567,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'tcarpente', 'xpayne']","['bmatis', 'jkittlese', 'nvogt', 'bvohnoutk', 'cjurek', 'tthomegre', 'ddeclerck']",17,18,2021-08-15-MIN-IND,Q4
xpayne,6.2,56.72,rgross,12.68,65.25,,False,False,False,False,False,17-18,567,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'tcarpente', 'xpayne']","['bmatis', 'jkittlese', 'nvogt', 'bvohnoutk', 'cjurek', 'tthomegre', 'ddeclerck']",17,18,2021-08-15-MIN-IND,Q4
rgross,12.68,65.25,cbrock,17.52,76.84,,False,False,False,False,False,17-18,567,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'tcarpente', 'xpayne']","['bmatis', 'jkittlese', 'nvogt', 'bvohnoutk', 'cjurek', 'tthomegre', 'ddeclerck']",17,18,2021-08-15-MIN-IND,Q4
cbrock,17.52,76.84,tcarpente,21.68,103.5,,False,False,False,False,True,18-18,567,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'tcarpente', 'xpayne']","['bmatis', 'jkittlese', 'nvogt', 'bvohnoutk', 'cjurek', 'tthomegre', 'ddeclerck']",18,18,2021-08-15-MIN-IND,Q4
jklane,0.0,40.0,aroy,-7.95,33.78,,False,False,False,False,False,18-18,509,pull,"['chardesty', 'nhutton', 'nphillips', 'crae', 'ahamilton', 'jfella', 'cginet']","['wbrandt', 'pkrenik', 'tpoletto', 'aroy', 'jklane', 'bbergmeie', 'bvohnoutk']",18,18,2021-08-15-MIN-IND,Q4
aroy,-7.95,33.78,jklane,-11.81,35.97,,False,False,False,False,False,18-18,509,motion,"['chardesty', 'nhutton', 'nphillips', 'crae', 'ahamilton', 'jfella', 'cginet']","['wbrandt', 'pkrenik', 'tpoletto', 'aroy', 'jklane', 'bbergmeie', 'bvohnoutk']",18,18,2021-08-15-MIN-IND,Q4
jklane,-11.81,35.97,tpoletto,-21.5,42.01,,False,False,False,False,False,18-18,509,motion,"['chardesty', 'nhutton', 'nphillips', 'crae', 'ahamilton', 'jfella', 'cginet']","['wbrandt', 'pkrenik', 'tpoletto', 'aroy', 'jklane', 'bbergmeie', 'bvohnoutk']",18,18,2021-08-15-MIN-IND,Q4
tpoletto,-21.5,42.01,jklane,-17.05,37.93,,False,False,False,False,False,18-18,509,motion,"['chardesty', 'nhutton', 'nphillips', 'crae', 'ahamilton', 'jfella', 'cginet']","['wbrandt', 'pkrenik', 'tpoletto', 'aroy', 'jklane', 'bbergmeie', 'bvohnoutk']",18,18,2021-08-15-MIN-IND,Q4
jklane,-17.05,37.93,aroy,-10.06,33.13,,False,False,False,False,False,18-18,509,motion,"['chardesty', 'nhutton', 'nphillips', 'crae', 'ahamilton', 'jfella', 'cginet']","['wbrandt', 'pkrenik', 'tpoletto', 'aroy', 'jklane', 'bbergmeie', 'bvohnoutk']",18,18,2021-08-15-MIN-IND,Q4
aroy,-10.06,33.13,jklane,-14.21,34.73,,False,False,False,False,False,18-18,509,motion,"['chardesty', 'nhutton', 'nphillips', 'crae', 'ahamilton', 'jfella', 'cginet']","['wbrandt', 'pkrenik', 'tpoletto', 'aroy', 'jklane', 'bbergmeie', 'bvohnoutk']",18,18,2021-08-15-MIN-IND,Q4
jklane,-14.21,34.73,tpoletto,-21.13,41.35,,False,False,False,False,False,18-18,509,motion,"['chardesty', 'nhutton', 'nphillips', 'crae', 'ahamilton', 'jfella', 'cginet']","['wbrandt', 'pkrenik', 'tpoletto', 'aroy', 'jklane', 'bbergmeie', 'bvohnoutk']",18,18,2021-08-15-MIN-IND,Q4
tpoletto,-21.13,41.35,jklane,-18.15,38.3,,False,False,False,False,False,18-18,509,motion,"['chardesty', 'nhutton', 'nphillips', 'crae', 'ahamilton', 'jfella', 'cginet']","['wbrandt', 'pkrenik', 'tpoletto', 'aroy', 'jklane', 'bbergmeie', 'bvohnoutk']",18,18,2021-08-15-MIN-IND,Q4
jklane,-18.15,38.3,wbrandt,-1.24,54.75,,False,False,False,False,False,18-18,509,motion,"['chardesty', 'nhutton', 'nphillips', 'crae', 'ahamilton', 'jfella', 'cginet']","['wbrandt', 'pkrenik', 'tpoletto', 'aroy', 'jklane', 'bbergmeie', 'bvohnoutk']",18,18,2021-08-15-MIN-IND,Q4
wbrandt,-1.24,54.75,aroy,7.72,51.18,,False,False,False,False,False,18-18,509,motion,"['chardesty', 'nhutton', 'nphillips', 'crae', 'ahamilton', 'jfella', 'cginet']","['wbrandt', 'pkrenik', 'tpoletto', 'aroy', 'jklane', 'bbergmeie', 'bvohnoutk']",18,18,2021-08-15-MIN-IND,Q4
aroy,7.72,51.18,wbrandt,3.35,56.5,,False,False,False,False,False,18-18,509,motion,"['chardesty', 'nhutton', 'nphillips', 'crae', 'ahamilton', 'jfella', 'cginet']","['wbrandt', 'pkrenik', 'tpoletto', 'aroy', 'jklane', 'bbergmeie', 'bvohnoutk']",18,18,2021-08-15-MIN-IND,Q4
wbrandt,3.35,56.5,aroy,8.74,53.08,,False,False,False,False,False,18-18,509,motion,"['chardesty', 'nhutton', 'nphillips', 'crae', 'ahamilton', 'jfella', 'cginet']","['wbrandt', 'pkrenik', 'tpoletto', 'aroy', 'jklane', 'bbergmeie', 'bvohnoutk']",18,18,2021-08-15-MIN-IND,Q4
aroy,8.74,53.08,bvohnoutk,-0.59,61.96,,False,False,False,False,False,18-18,509,motion,"['chardesty', 'nhutton', 'nphillips', 'crae', 'ahamilton', 'jfella', 'cginet']","['wbrandt', 'pkrenik', 'tpoletto', 'aroy', 'jklane', 'bbergmeie', 'bvohnoutk']",18,18,2021-08-15-MIN-IND,Q4
bvohnoutk,-0.59,61.96,tpoletto,-10.28,59.92,,False,False,False,False,False,18-18,509,motion,"['chardesty', 'nhutton', 'nphillips', 'crae', 'ahamilton', 'jfella', 'cginet']","['wbrandt', 'pkrenik', 'tpoletto', 'aroy', 'jklane', 'bbergmeie', 'bvohnoutk']",18,18,2021-08-15-MIN-IND,Q4
tpoletto,-10.28,59.92,jklane,-7.66,65.02,,False,False,False,False,False,18-18,509,motion,"['chardesty', 'nhutton', 'nphillips', 'crae', 'ahamilton', 'jfella', 'cginet']","['wbrandt', 'pkrenik', 'tpoletto', 'aroy', 'jklane', 'bbergmeie', 'bvohnoutk']",18,18,2021-08-15-MIN-IND,Q4
jklane,-7.66,65.02,tpoletto,-12.17,63.93,,False,False,False,False,False,18-18,509,motion,"['chardesty', 'nhutton', 'nphillips', 'crae', 'ahamilton', 'jfella', 'cginet']","['wbrandt', 'pkrenik', 'tpoletto', 'aroy', 'jklane', 'bbergmeie', 'bvohnoutk']",18,18,2021-08-15-MIN-IND,Q4
tpoletto,-12.17,63.93,wbrandt,-18.88,64.87,,False,False,False,False,False,18-18,509,motion,"['chardesty', 'nhutton', 'nphillips', 'crae', 'ahamilton', 'jfella', 'cginet']","['wbrandt', 'pkrenik', 'tpoletto', 'aroy', 'jklane', 'bbergmeie', 'bvohnoutk']",18,18,2021-08-15-MIN-IND,Q4
wbrandt,-18.88,64.87,tpoletto,-15.96,59.92,,False,False,False,False,False,18-18,509,motion,"['chardesty', 'nhutton', 'nphillips', 'crae', 'ahamilton', 'jfella', 'cginet']","['wbrandt', 'pkrenik', 'tpoletto', 'aroy', 'jklane', 'bbergmeie', 'bvohnoutk']",18,18,2021-08-15-MIN-IND,Q4
tpoletto,-15.96,59.92,jklane,-10.21,61.82,,False,False,False,False,False,18-18,509,motion,"['chardesty', 'nhutton', 'nphillips', 'crae', 'ahamilton', 'jfella', 'cginet']","['wbrandt', 'pkrenik', 'tpoletto', 'aroy', 'jklane', 'bbergmeie', 'bvohnoutk']",18,18,2021-08-15-MIN-IND,Q4
jklane,-10.21,61.82,tpoletto,-19.02,59.49,,False,False,False,False,False,18-18,509,motion,"['chardesty', 'nhutton', 'nphillips', 'crae', 'ahamilton', 'jfella', 'cginet']","['wbrandt', 'pkrenik', 'tpoletto', 'aroy', 'jklane', 'bbergmeie', 'bvohnoutk']",18,18,2021-08-15-MIN-IND,Q4
tpoletto,-19.02,59.49,jklane,-12.1,60.58,,False,False,False,False,False,18-18,509,motion,"['chardesty', 'nhutton', 'nphillips', 'crae', 'ahamilton', 'jfella', 'cginet']","['wbrandt', 'pkrenik', 'tpoletto', 'aroy', 'jklane', 'bbergmeie', 'bvohnoutk']",18,18,2021-08-15-MIN-IND,Q4
jklane,-12.1,60.58,aroy,-4.74,60.94,,False,False,False,False,False,18-18,509,motion,"['chardesty', 'nhutton', 'nphillips', 'crae', 'ahamilton', 'jfella', 'cginet']","['wbrandt', 'pkrenik', 'tpoletto', 'aroy', 'jklane', 'bbergmeie', 'bvohnoutk']",18,18,2021-08-15-MIN-IND,Q4
aroy,-4.74,60.94,jklane,-5.98,65.53,,False,False,False,False,False,18-18,509,motion,"['chardesty', 'nhutton', 'nphillips', 'crae', 'ahamilton', 'jfella', 'cginet']","['wbrandt', 'pkrenik', 'tpoletto', 'aroy', 'jklane', 'bbergmeie', 'bvohnoutk']",18,18,2021-08-15-MIN-IND,Q4
jklane,-5.98,65.53,aroy,-7.73,61.01,,False,False,False,False,False,18-18,509,motion,"['chardesty', 'nhutton', 'nphillips', 'crae', 'ahamilton', 'jfella', 'cginet']","['wbrandt', 'pkrenik', 'tpoletto', 'aroy', 'jklane', 'bbergmeie', 'bvohnoutk']",18,18,2021-08-15-MIN-IND,Q4
aroy,-7.73,61.01,tpoletto,-15.67,62.54,,False,False,False,False,False,18-18,509,motion,"['chardesty', 'nhutton', 'nphillips', 'crae', 'ahamilton', 'jfella', 'cginet']","['wbrandt', 'pkrenik', 'tpoletto', 'aroy', 'jklane', 'bbergmeie', 'bvohnoutk']",18,18,2021-08-15-MIN-IND,Q4
tpoletto,-15.67,62.54,aroy,-9.91,61.23,,False,False,False,False,False,18-18,509,motion,"['chardesty', 'nhutton', 'nphillips', 'crae', 'ahamilton', 'jfella', 'cginet']","['wbrandt', 'pkrenik', 'tpoletto', 'aroy', 'jklane', 'bbergmeie', 'bvohnoutk']",18,18,2021-08-15-MIN-IND,Q4
aroy,-9.91,61.23,tpoletto,-18.66,63.93,,False,False,False,False,False,18-18,509,motion,"['chardesty', 'nhutton', 'nphillips', 'crae', 'ahamilton', 'jfella', 'cginet']","['wbrandt', 'pkrenik', 'tpoletto', 'aroy', 'jklane', 'bbergmeie', 'bvohnoutk']",18,18,2021-08-15-MIN-IND,Q4
tpoletto,-18.66,63.93,bbergmeie,-23.61,73.76,,False,False,False,False,False,18-18,509,motion,"['chardesty', 'nhutton', 'nphillips', 'crae', 'ahamilton', 'jfella', 'cginet']","['wbrandt', 'pkrenik', 'tpoletto', 'aroy', 'jklane', 'bbergmeie', 'bvohnoutk']",18,18,2021-08-15-MIN-IND,Q4
bbergmeie,-23.61,73.76,tpoletto,-21.79,66.69,,False,False,False,False,False,18-18,509,motion,"['chardesty', 'nhutton', 'nphillips', 'crae', 'ahamilton', 'jfella', 'cginet']","['wbrandt', 'pkrenik', 'tpoletto', 'aroy', 'jklane', 'bbergmeie', 'bvohnoutk']",18,18,2021-08-15-MIN-IND,Q4
tpoletto,-21.79,66.69,aroy,-15.16,66.62,,False,False,False,False,False,18-18,509,motion,"['chardesty', 'nhutton', 'nphillips', 'crae', 'ahamilton', 'jfella', 'cginet']","['wbrandt', 'pkrenik', 'tpoletto', 'aroy', 'jklane', 'bbergmeie', 'bvohnoutk']",18,18,2021-08-15-MIN-IND,Q4
aroy,-15.16,66.62,tpoletto,-21.43,69.46,,False,False,False,False,False,18-18,509,motion,"['chardesty', 'nhutton', 'nphillips', 'crae', 'ahamilton', 'jfella', 'cginet']","['wbrandt', 'pkrenik', 'tpoletto', 'aroy', 'jklane', 'bbergmeie', 'bvohnoutk']",18,18,2021-08-15-MIN-IND,Q4
tpoletto,-21.43,69.46,aroy,-16.47,68.66,,False,False,False,False,False,18-18,509,motion,"['chardesty', 'nhutton', 'nphillips', 'crae', 'ahamilton', 'jfella', 'cginet']","['wbrandt', 'pkrenik', 'tpoletto', 'aroy', 'jklane', 'bbergmeie', 'bvohnoutk']",18,18,2021-08-15-MIN-IND,Q4
aroy,-16.47,68.66,jklane,-6.27,71.43,,False,False,False,False,False,18-18,509,motion,"['chardesty', 'nhutton', 'nphillips', 'crae', 'ahamilton', 'jfella', 'cginet']","['wbrandt', 'pkrenik', 'tpoletto', 'aroy', 'jklane', 'bbergmeie', 'bvohnoutk']",18,18,2021-08-15-MIN-IND,Q4
jklane,-6.27,71.43,bvohnoutk,-11.08,86.21,,False,False,False,False,False,18-18,509,motion,"['chardesty', 'nhutton', 'nphillips', 'crae', 'ahamilton', 'jfella', 'cginet']","['wbrandt', 'pkrenik', 'tpoletto', 'aroy', 'jklane', 'bbergmeie', 'bvohnoutk']",18,18,2021-08-15-MIN-IND,Q4
bvohnoutk,-11.08,86.21,aroy,-13.85,79.51,,False,False,False,False,False,18-18,509,motion,"['chardesty', 'nhutton', 'nphillips', 'crae', 'ahamilton', 'jfella', 'cginet']","['wbrandt', 'pkrenik', 'tpoletto', 'aroy', 'jklane', 'bbergmeie', 'bvohnoutk']",18,18,2021-08-15-MIN-IND,Q4
aroy,-13.85,79.51,tpoletto,-19.17,80.31,,False,False,False,False,False,18-18,509,motion,"['chardesty', 'nhutton', 'nphillips', 'crae', 'ahamilton', 'jfella', 'cginet']","['wbrandt', 'pkrenik', 'tpoletto', 'aroy', 'jklane', 'bbergmeie', 'bvohnoutk']",18,18,2021-08-15-MIN-IND,Q4
tpoletto,-19.17,80.31,bvohnoutk,-19.46,92.33,,False,False,False,False,False,18-18,509,motion,"['chardesty', 'nhutton', 'nphillips', 'crae', 'ahamilton', 'jfella', 'cginet']","['wbrandt', 'pkrenik', 'tpoletto', 'aroy', 'jklane', 'bbergmeie', 'bvohnoutk']",18,18,2021-08-15-MIN-IND,Q4
bvohnoutk,-19.46,92.33,bbergmeie,-24.05,103.32,,False,False,False,False,True,18-19,509,motion,"['chardesty', 'nhutton', 'nphillips', 'crae', 'ahamilton', 'jfella', 'cginet']","['wbrandt', 'pkrenik', 'tpoletto', 'aroy', 'jklane', 'bbergmeie', 'bvohnoutk']",18,19,2021-08-15-MIN-IND,Q4
xpayne,8.93,29.86,tcarpente,-2.73,34.29,,False,False,False,False,False,18-19,393,pull,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['wbrandt', 'rishaque', 'tthomegre', 'bmatis', 'ileonard', 'gpangburn', 'ihahn']",18,19,2021-08-15-MIN-IND,Q4
tcarpente,-2.73,34.29,ljacobs,5.52,42.61,,False,False,False,False,False,18-19,393,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['wbrandt', 'rishaque', 'tthomegre', 'bmatis', 'ileonard', 'gpangburn', 'ihahn']",18,19,2021-08-15-MIN-IND,Q4
ljacobs,5.52,42.61,kromard,18.75,53.04,,False,False,False,False,False,18-19,393,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['wbrandt', 'rishaque', 'tthomegre', 'bmatis', 'ileonard', 'gpangburn', 'ihahn']",18,19,2021-08-15-MIN-IND,Q4
kromard,18.75,53.04,rgross,19.02,61.63,,False,False,False,False,False,18-19,393,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['wbrandt', 'rishaque', 'tthomegre', 'bmatis', 'ileonard', 'gpangburn', 'ihahn']",18,19,2021-08-15-MIN-IND,Q4
