,Rank,Team,Change,Prior,Date,Division
24,25,Baltimore Medicine Men,,,2017-09-28,CLUB_MEN
0,1,San Francisco Revolver,+1,2,2016-08-25,CLUB_MEN
1,2,Boston Ironside,+1,3,2016-08-25,CLUB_MEN
2,3,Washington DC Truck Stop,+1,4,2016-08-25,CLUB_MEN
3,4,Denver Johnny Bravo,+1,5,2016-08-25,CLUB_MEN
4,5,Madison Club,+1,6,2016-08-25,CLUB_MEN
5,6,Kansas City Prairie Fire,+11,17,2016-08-25,CLUB_MEN
6,7,Seattle Sockeye,-6,1,2016-08-25,CLUB_MEN
7,8,Houston H.I.P.,+12,20,2016-08-25,CLUB_MEN
8,9,Austin Doublewide,-2,7,2016-08-25,CLUB_MEN
9,10,New York PoNY,-1,9,2016-08-25,CLUB_MEN
10,11,Philadelphia Patrol,-3,8,2016-08-25,CLUB_MEN
11,12,Toronto GOAT,-2,10,2016-08-25,CLUB_MEN
12,13,Chicago Machine,-2,11,2016-08-25,CLUB_MEN
13,14,Portland Rhino Slam!,-2,12,2016-08-25,CLUB_MEN
14,15,Michigan High Five,-2,13,2016-08-25,CLUB_MEN
15,16,Minneapolis Sub Zero,+2,18,2016-08-25,CLUB_MEN
16,17,Raleigh Ring Of Fire,-3,14,2016-08-25,CLUB_MEN
17,18,Florida United,-3,15,2016-08-25,CLUB_MEN
18,19,Atlanta Chain Lightning,-3,16,2016-08-25,CLUB_MEN
19,20,Montreal Mockingbird,-1,19,2016-08-25,CLUB_MEN
20,21,Oakland Guerrilla,+1,22,2016-08-25,CLUB_MEN
21,22,Boston Dig,-1,21,2016-08-25,CLUB_MEN
22,23,Baltimore Medicine Men,-,23,2016-08-25,CLUB_MEN
23,24,SoCal Condors,-,24,2016-08-25,CLUB_MEN
24,25,Pittsburgh Temper,-,25,2016-08-25,CLUB_MEN
0,1,Seattle Sockeye,-,1,2016-08-25,CLUB_MEN
1,2,San Francisco Revolver,-,2,2016-08-25,CLUB_MEN
2,3,Boston Ironside,+5,8,2016-08-25,CLUB_MEN
3,4,Washington DC Truck Stop,-1,3,2016-08-25,CLUB_MEN
4,5,Denver Johnny Bravo,-,5,2016-08-25,CLUB_MEN
5,6,Madison Club,+3,9,2016-08-25,CLUB_MEN
6,7,Austin Doublewide,+3,10,2016-08-25,CLUB_MEN
7,8,Philadelphia Patrol,+5,13,2016-08-25,CLUB_MEN
8,9,New York PoNY,+3,12,2016-08-25,CLUB_MEN
9,10,Toronto GOAT,-6,4,2016-08-25,CLUB_MEN
10,11,Chicago Machine,-5,6,2016-08-25,CLUB_MEN
11,12,Portland Rhino Slam!,-1,11,2016-08-25,CLUB_MEN
12,13,Michigan High Five,-6,7,2016-08-25,CLUB_MEN
13,14,Raleigh Ring Of Fire,-,14,2016-08-25,CLUB_MEN
14,15,Florida United,-,15,2016-08-25,CLUB_MEN
15,16,Atlanta Chain Lightning,-,16,2016-08-25,CLUB_MEN
16,17,Kansas City Prairie Fire,+1,18,2016-08-25,CLUB_MEN
17,18,Minneapolis Sub Zero,+1,19,2016-08-25,CLUB_MEN
18,19,Montreal Mockingbird,+1,20,2016-08-25,CLUB_MEN
19,20,Houston H.I.P.,,-,2016-08-25,CLUB_MEN
20,21,Boston Dig,+1,22,2016-08-25,CLUB_MEN
21,22,Oakland Guerrilla,+1,23,2016-08-25,CLUB_MEN
22,23,Baltimore Medicine Men,,-,2016-08-25,CLUB_MEN
23,24,SoCal Condors,-3,21,2016-08-25,CLUB_MEN
24,25,Pittsburgh Temper,,-,2016-08-25,CLUB_MEN
0,1,Seattle Sockeye,-,1,2016-08-25,CLUB_MEN
1,2,San Francisco Revolver,-,2,2016-08-25,CLUB_MEN
2,3,Washington DC Truck Stop,+2,5,2016-08-25,CLUB_MEN
3,4,Toronto GOAT,+2,6,2016-08-25,CLUB_MEN
4,5,Denver Johnny Bravo,+4,9,2016-08-25,CLUB_MEN
5,6,Chicago Machine,-3,3,2016-08-25,CLUB_MEN
6,7,Michigan High Five,+6,13,2016-08-25,CLUB_MEN
7,8,Boston Ironside,-4,4,2016-08-25,CLUB_MEN
8,9,Madison Club,-1,8,2016-08-25,CLUB_MEN
9,10,Austin Doublewide,+4,14,2016-08-25,CLUB_MEN
10,11,Portland Rhino Slam!,-,11,2016-08-25,CLUB_MEN
11,12,New York PoNY,-2,10,2016-08-25,CLUB_MEN
12,13,Philadelphia Patrol,-1,12,2016-08-25,CLUB_MEN
13,14,Raleigh Ring Of Fire,-7,7,2016-08-25,CLUB_MEN
14,15,Florida United,-,15,2016-08-25,CLUB_MEN
15,16,Atlanta Chain Lightning,+1,17,2016-08-25,CLUB_MEN
16,17,Vancouver Furious George,+1,18,2016-08-25,CLUB_MEN
17,18,Kansas City Prairie Fire,-2,16,2016-08-25,CLUB_MEN
18,19,Minneapolis Sub Zero,+2,21,2016-08-25,CLUB_MEN
19,20,Montreal Mockingbird,+2,22,2016-08-25,CLUB_MEN
20,21,SoCal Condors,+2,23,2016-08-25,CLUB_MEN
21,22,Boston Dig,+2,24,2016-08-25,CLUB_MEN
22,23,Oakland Guerrilla,,-,2016-08-25,CLUB_MEN
23,24,Huntsville Freaks,+1,25,2016-08-25,CLUB_MEN
24,25,Denver Inception,-5,20,2016-08-25,CLUB_MEN
0,1,Seattle Sockeye,-,1,2016-08-25,CLUB_MEN
1,2,San Francisco Revolver,-,2,2016-08-25,CLUB_MEN
2,3,Chicago Machine,-,3,2016-08-25,CLUB_MEN
3,4,Boston Ironside,-,4,2016-08-25,CLUB_MEN
4,5,Washington DC Truck Stop,-,5,2016-08-25,CLUB_MEN
5,6,Toronto GOAT,-,6,2016-08-25,CLUB_MEN
6,7,Raleigh Ring Of Fire,-,7,2016-08-25,CLUB_MEN
7,8,Madison Club,-,8,2016-08-25,CLUB_MEN
8,9,Denver Johnny Bravo,-,9,2016-08-25,CLUB_MEN
9,10,New York PoNY,-,10,2016-08-25,CLUB_MEN
10,11,Portland Rhino Slam!,-,11,2016-08-25,CLUB_MEN
11,12,Philadelphia Patrol,-,12,2016-08-25,CLUB_MEN
12,13,Michigan High Five,-,13,2016-08-25,CLUB_MEN
13,14,Austin Doublewide,-,14,2016-08-25,CLUB_MEN
14,15,Florida United,-,15,2016-08-25,CLUB_MEN
15,16,Kansas City Prairie Fire,-,16,2016-08-25,CLUB_MEN
16,17,Atlanta Chain Lightning,-,17,2016-08-25,CLUB_MEN
17,18,Vancouver Furious George,-,18,2016-08-25,CLUB_MEN
18,19,Pittsburgh Temper,-,19,2016-08-25,CLUB_MEN
19,20,Denver Inception,-,20,2016-08-25,CLUB_MEN
20,21,Minneapolis Sub Zero,-,21,2016-08-25,CLUB_MEN
21,22,Montreal Mockingbird,-,22,2016-08-25,CLUB_MEN
22,23,SoCal Condors,+1,24,2016-08-25,CLUB_MEN
23,24,Boston Dig,+1,25,2016-08-25,CLUB_MEN
24,25,Huntsville Freaks,,-,2016-08-25,CLUB_MEN
0,1,Seattle Sockeye,-,1,2016-08-25,CLUB_MEN
1,2,San Francisco Revolver,-,2,2016-08-25,CLUB_MEN
2,3,Chicago Machine,-,3,2016-08-25,CLUB_MEN
3,4,Boston Ironside,-,4,2016-08-25,CLUB_MEN
4,5,Washington DC Truck Stop,-,5,2016-08-25,CLUB_MEN
5,6,Toronto GOAT,+3,9,2016-08-25,CLUB_MEN
6,7,Raleigh Ring Of Fire,-1,6,2016-08-25,CLUB_MEN
7,8,Madison Club,-1,7,2016-08-25,CLUB_MEN
8,9,Denver Johnny Bravo,-1,8,2016-08-25,CLUB_MEN
9,10,New York PoNY,+4,14,2016-08-25,CLUB_MEN
10,11,Portland Rhino Slam!,-1,10,2016-08-25,CLUB_MEN
11,12,Philadelphia Patrol,-,12,2016-08-25,CLUB_MEN
12,13,Michigan High Five,-2,11,2016-08-25,CLUB_MEN
13,14,Austin Doublewide,-1,13,2016-08-25,CLUB_MEN
14,15,Florida United,-,15,2016-08-25,CLUB_MEN
15,16,Kansas City Prairie Fire,-,16,2016-08-25,CLUB_MEN
16,17,Atlanta Chain Lightning,+1,18,2016-08-25,CLUB_MEN
17,18,Vancouver Furious George,+1,19,2016-08-25,CLUB_MEN
18,19,Pittsburgh Temper,+1,20,2016-08-25,CLUB_MEN
19,20,Denver Inception,,-,2016-08-25,CLUB_MEN
20,21,Minneapolis Sub Zero,-4,17,2016-08-25,CLUB_MEN
21,22,Montreal Mockingbird,-1,21,2016-08-25,CLUB_MEN
22,23,Durham Turbine,-1,22,2016-08-25,CLUB_MEN
23,24,SoCal Condors,-1,23,2016-08-25,CLUB_MEN
24,25,Boston Dig,-1,24,2016-08-25,CLUB_MEN
0,1,Seattle Sockeye,+1,2,2016-08-25,CLUB_MEN
1,2,San Francisco Revolver,-1,1,2016-08-25,CLUB_MEN
2,3,Chicago Machine,+2,5,2016-08-25,CLUB_MEN
3,4,Boston Ironside,-1,3,2016-08-25,CLUB_MEN
4,5,Washington DC Truck Stop,-1,4,2016-08-25,CLUB_MEN
5,6,Raleigh Ring Of Fire,-,6,2016-08-25,CLUB_MEN
6,7,Madison Club,-,7,2016-08-25,CLUB_MEN
7,8,Denver Johnny Bravo,-,8,2016-08-25,CLUB_MEN
8,9,Toronto GOAT,-,9,2016-08-25,CLUB_MEN
9,10,Portland Rhino Slam!,-,10,2016-08-25,CLUB_MEN
10,11,Michigan High Five,-,11,2016-08-25,CLUB_MEN
11,12,Philadelphia Patrol,-,12,2016-08-25,CLUB_MEN
12,13,Austin Doublewide,-,13,2016-08-25,CLUB_MEN
13,14,New York PoNY,-,14,2016-08-25,CLUB_MEN
14,15,Florida United,-,15,2016-08-25,CLUB_MEN
15,16,Kansas City Prairie Fire,-,16,2016-08-25,CLUB_MEN
16,17,Minneapolis Sub Zero,+1,18,2016-08-25,CLUB_MEN
17,18,Atlanta Chain Lightning,+1,19,2016-08-25,CLUB_MEN
18,19,Vancouver Furious George,+1,20,2016-08-25,CLUB_MEN
19,20,Pittsburgh Temper,+1,21,2016-08-25,CLUB_MEN
20,21,Montreal Mockingbird,+1,22,2016-08-25,CLUB_MEN
21,22,Durham Turbine,+2,24,2016-08-25,CLUB_MEN
22,23,SoCal Condors,,-,2016-08-25,CLUB_MEN
23,24,Boston Dig,-1,23,2016-08-25,CLUB_MEN
24,25,Houston H.I.P.,-,25,2016-08-25,CLUB_MEN
0,1,San Francisco Revolver,-,1,2016-08-25,CLUB_MEN
1,2,Seattle Sockeye,-,2,2016-08-25,CLUB_MEN
2,3,Boston Ironside,-,3,2016-08-25,CLUB_MEN
3,4,Washington DC Truck Stop,-,4,2016-08-25,CLUB_MEN
4,5,Chicago Machine,-,5,2016-08-25,CLUB_MEN
5,6,Raleigh Ring Of Fire,-,6,2016-08-25,CLUB_MEN
6,7,Madison Club,-,7,2016-08-25,CLUB_MEN
7,8,Denver Johnny Bravo,-,8,2016-08-25,CLUB_MEN
8,9,Toronto GOAT,-,9,2016-08-25,CLUB_MEN
9,10,Portland Rhino Slam!,-,10,2016-08-25,CLUB_MEN
10,11,Michigan High Five,-,11,2016-08-25,CLUB_MEN
11,12,Philadelphia Patrol,-,12,2016-08-25,CLUB_MEN
12,13,Austin Doublewide,-,13,2016-08-25,CLUB_MEN
13,14,New York PoNY,-,14,2016-08-25,CLUB_MEN
14,15,Florida United,-,15,2016-08-25,CLUB_MEN
15,16,Kansas City Prairie Fire,-,16,2016-08-25,CLUB_MEN
16,17,Oakland Guerrilla,-,17,2016-08-25,CLUB_MEN
17,18,Minneapolis Sub Zero,-,18,2016-08-25,CLUB_MEN
18,19,Atlanta Chain Lightning,-,19,2016-08-25,CLUB_MEN
19,20,Vancouver Furious George,-,20,2016-08-25,CLUB_MEN
20,21,Pittsburgh Temper,-,21,2016-08-25,CLUB_MEN
21,22,Montreal Mockingbird,-,22,2016-08-25,CLUB_MEN
22,23,Boston Dig,-,23,2016-08-25,CLUB_MEN
23,24,Durham Turbine,-,24,2016-08-25,CLUB_MEN
24,25,Houston H.I.P.,-,25,2016-08-25,CLUB_MEN
0,1,San Francisco Revolver,,,2016-08-25,CLUB_MEN
1,2,Seattle Sockeye,,,2016-08-25,CLUB_MEN
2,3,Boston Ironside,,,2016-08-25,CLUB_MEN
3,4,Washington DC Truck Stop,,,2016-08-25,CLUB_MEN
4,5,Chicago Machine,,,2016-08-25,CLUB_MEN
5,6,Raleigh Ring Of Fire,,,2016-08-25,CLUB_MEN
6,7,Madison Club,,,2016-08-25,CLUB_MEN
7,8,Denver Johnny Bravo,,,2016-08-25,CLUB_MEN
8,9,Toronto GOAT,,,2016-08-25,CLUB_MEN
9,10,Portland Rhino Slam!,,,2016-08-25,CLUB_MEN
10,11,Michigan High Five,,,2016-08-25,CLUB_MEN
11,12,Philadelphia Patrol,,,2016-08-25,CLUB_MEN
12,13,Austin Doublewide,,,2016-08-25,CLUB_MEN
13,14,New York PoNY,,,2016-08-25,CLUB_MEN
14,15,Florida United,,,2016-08-25,CLUB_MEN
15,16,Kansas City Prairie Fire,,,2016-08-25,CLUB_MEN
16,17,Oakland Guerrilla,,,2016-08-25,CLUB_MEN
17,18,Minneapolis Sub Zero,,,2016-08-25,CLUB_MEN
18,19,Atlanta Chain Lightning,,,2016-08-25,CLUB_MEN
19,20,Vancouver Furious George,,,2016-08-25,CLUB_MEN
20,21,Pittsburgh Temper,,,2016-08-25,CLUB_MEN
21,22,Montreal Mockingbird,,,2016-08-25,CLUB_MEN
22,23,Boston Dig,,,2016-08-25,CLUB_MEN
23,24,Durham Turbine,,,2016-08-25,CLUB_MEN
24,25,Houston H.I.P.,,,2016-08-25,CLUB_MEN
0,1,San Francisco Revolver,-,1,2015-09-14,CLUB_MEN
1,2,Michigan High Five,+10,12,2015-09-14,CLUB_MEN
2,3,Denver Johnny Bravo,+1,4,2015-09-14,CLUB_MEN
3,4,Washington DC Truck Stop,+3,7,2015-09-14,CLUB_MEN
4,5,Austin Doublewide,+3,8,2015-09-14,CLUB_MEN
5,6,Boston Ironside,+3,9,2015-09-14,CLUB_MEN
6,7,Portland Rhino Slam!,+6,13,2015-09-14,CLUB_MEN
7,8,Seattle Sockeye,-6,2,2015-09-14,CLUB_MEN
8,9,Toronto GOAT,-6,3,2015-09-14,CLUB_MEN
9,10,Florida United,+4,14,2015-09-14,CLUB_MEN
10,11,Raleigh Ring Of Fire,-5,6,2015-09-14,CLUB_MEN
11,12,Chicago Machine,-7,5,2015-09-14,CLUB_MEN
12,13,New York PoNY,-3,10,2015-09-14,CLUB_MEN
13,14,Madison Club,+3,17,2015-09-14,CLUB_MEN
14,15,Philadelphia Patrol,-4,11,2015-09-14,CLUB_MEN
15,16,Minneapolis Sub Zero,+3,19,2015-09-14,CLUB_MEN
16,17,Pittsburgh Temper,-2,15,2015-09-14,CLUB_MEN
17,18,Kansas City Prairie Fire,-,18,2015-09-14,CLUB_MEN
18,19,San Diego Streetgang,+4,23,2015-09-14,CLUB_MEN
19,20,Denver Inception,+5,25,2015-09-14,CLUB_MEN
20,21,SoCal Condors,+1,22,2015-09-14,CLUB_MEN
21,22,Ottawa Phoenix,,-,2015-09-14,CLUB_MEN
22,23,Vancouver Furious George,,-,2015-09-14,CLUB_MEN
23,24,Houston H.I.P.,,-,2015-09-14,CLUB_MEN
24,25,Baltimore Medicine Men,,-,2015-09-14,CLUB_MEN
0,1,San Francisco Revolver,-,1,2015-09-14,CLUB_MEN
1,2,Seattle Sockeye,+9,11,2015-09-14,CLUB_MEN
2,3,Toronto GOAT,-,3,2015-09-14,CLUB_MEN
3,4,Denver Johnny Bravo,-,4,2015-09-14,CLUB_MEN
4,5,Chicago Machine,+4,9,2015-09-14,CLUB_MEN
5,6,Raleigh Ring Of Fire,-,6,2015-09-14,CLUB_MEN
6,7,Washington DC Truck Stop,-5,2,2015-09-14,CLUB_MEN
7,8,Austin Doublewide,-3,5,2015-09-14,CLUB_MEN
8,9,Boston Ironside,-2,7,2015-09-14,CLUB_MEN
9,10,New York PoNY,+5,15,2015-09-14,CLUB_MEN
10,11,Philadelphia Patrol,-1,10,2015-09-14,CLUB_MEN
11,12,Michigan High Five,-4,8,2015-09-14,CLUB_MEN
12,13,Portland Rhino Slam!,-1,12,2015-09-14,CLUB_MEN
13,14,Florida United,-1,13,2015-09-14,CLUB_MEN
14,15,Pittsburgh Temper,-1,14,2015-09-14,CLUB_MEN
15,16,Atlanta Chain Lightning,+3,19,2015-09-14,CLUB_MEN
16,17,Madison Club,-,17,2015-09-14,CLUB_MEN
17,18,Kansas City Prairie Fire,+3,21,2015-09-14,CLUB_MEN
18,19,Minneapolis Sub Zero,+3,22,2015-09-14,CLUB_MEN
19,20,Tuscaloosa Southern Hospitality,-2,18,2015-09-14,CLUB_MEN
20,21,New Jersey Garden State Ultimate,-1,20,2015-09-14,CLUB_MEN
21,22,SoCal Condors,+1,23,2015-09-14,CLUB_MEN
22,23,San Diego Streetgang,+1,24,2015-09-14,CLUB_MEN
23,24,Phoenix Sprawl,+1,25,2015-09-14,CLUB_MEN
24,25,Denver Inception,,-,2015-09-14,CLUB_MEN
0,1,San Francisco Revolver,-,1,2015-09-14,CLUB_MEN
1,2,Washington DC Truck Stop,+1,3,2015-09-14,CLUB_MEN
2,3,Toronto GOAT,+3,6,2015-09-14,CLUB_MEN
3,4,Denver Johnny Bravo,+3,7,2015-09-14,CLUB_MEN
4,5,Austin Doublewide,-3,2,2015-09-14,CLUB_MEN
5,6,Raleigh Ring Of Fire,-2,4,2015-09-14,CLUB_MEN
6,7,Boston Ironside,+1,8,2015-09-14,CLUB_MEN
7,8,Michigan High Five,+4,12,2015-09-14,CLUB_MEN
8,9,Chicago Machine,-,9,2015-09-14,CLUB_MEN
9,10,Philadelphia Patrol,+11,21,2015-09-14,CLUB_MEN
10,11,Seattle Sockeye,-6,5,2015-09-14,CLUB_MEN
11,12,Portland Rhino Slam!,-2,10,2015-09-14,CLUB_MEN
12,13,Florida United,+5,18,2015-09-14,CLUB_MEN
13,14,Pittsburgh Temper,-3,11,2015-09-14,CLUB_MEN
14,15,New York PoNY,-,15,2015-09-14,CLUB_MEN
15,16,Vancouver Furious George,+1,17,2015-09-14,CLUB_MEN
16,17,Madison Club,+2,19,2015-09-14,CLUB_MEN
17,18,Tuscaloosa Southern Hospitality,,-,2015-09-14,CLUB_MEN
18,19,Atlanta Chain Lightning,-5,14,2015-09-14,CLUB_MEN
19,20,New Jersey Garden State Ultimate,+5,25,2015-09-14,CLUB_MEN
20,21,Kansas City Prairie Fire,-5,16,2015-09-14,CLUB_MEN
21,22,Minneapolis Sub Zero,-9,13,2015-09-14,CLUB_MEN
22,23,SoCal Condors,-3,20,2015-09-14,CLUB_MEN
23,24,San Diego Streetgang,-2,22,2015-09-14,CLUB_MEN
24,25,Phoenix Sprawl,,-,2015-09-14,CLUB_MEN
0,1,San Francisco Revolver,-,1,2015-09-14,CLUB_MEN
1,2,Austin Doublewide,-,2,2015-09-14,CLUB_MEN
2,3,Washington DC Truck Stop,+2,5,2015-09-14,CLUB_MEN
3,4,Raleigh Ring Of Fire,-,4,2015-09-14,CLUB_MEN
4,5,Seattle Sockeye,+1,6,2015-09-14,CLUB_MEN
5,6,Toronto GOAT,+5,11,2015-09-14,CLUB_MEN
6,7,Denver Johnny Bravo,-4,3,2015-09-14,CLUB_MEN
7,8,Boston Ironside,-1,7,2015-09-14,CLUB_MEN
8,9,Chicago Machine,-1,8,2015-09-14,CLUB_MEN
9,10,Portland Rhino Slam!,-1,9,2015-09-14,CLUB_MEN
10,11,Pittsburgh Temper,-1,10,2015-09-14,CLUB_MEN
11,12,Michigan High Five,-,12,2015-09-14,CLUB_MEN
12,13,Minneapolis Sub Zero,-,13,2015-09-14,CLUB_MEN
13,14,Atlanta Chain Lightning,-,14,2015-09-14,CLUB_MEN
14,15,New York PoNY,-,15,2015-09-14,CLUB_MEN
15,16,Kansas City Prairie Fire,-,16,2015-09-14,CLUB_MEN
16,17,Vancouver Furious George,-,17,2015-09-14,CLUB_MEN
17,18,Florida United,-,18,2015-09-14,CLUB_MEN
18,19,Madison Club,-,19,2015-09-14,CLUB_MEN
19,20,SoCal Condors,-,20,2015-09-14,CLUB_MEN
20,21,Philadelphia Patrol,-,21,2015-09-14,CLUB_MEN
21,22,San Diego Streetgang,-,22,2015-09-14,CLUB_MEN
22,23,Boston Garuda,-,23,2015-09-14,CLUB_MEN
23,24,Palo Alto Boost FC,-,24,2015-09-14,CLUB_MEN
24,25,New Jersey Garden State Ultimate,-,25,2015-09-14,CLUB_MEN
0,1,San Francisco Revolver,,,2015-09-14,CLUB_MEN
1,2,Austin Doublewide,,,2015-09-14,CLUB_MEN
2,3,Denver Johnny Bravo,,,2015-09-14,CLUB_MEN
3,4,Raleigh Ring Of Fire,,,2015-09-14,CLUB_MEN
4,5,Washington DC Truck Stop,,,2015-09-14,CLUB_MEN
5,6,Seattle Sockeye,,,2015-09-14,CLUB_MEN
6,7,Boston Ironside,,,2015-09-14,CLUB_MEN
7,8,Chicago Machine,,,2015-09-14,CLUB_MEN
8,9,Portland Rhino Slam!,,,2015-09-14,CLUB_MEN
9,10,Pittsburgh Temper,,,2015-09-14,CLUB_MEN
10,11,Toronto GOAT,,,2015-09-14,CLUB_MEN
11,12,Michigan High Five,,,2015-09-14,CLUB_MEN
12,13,Minneapolis Sub Zero,,,2015-09-14,CLUB_MEN
13,14,Atlanta Chain Lightning,,,2015-09-14,CLUB_MEN
14,15,New York PoNY,,,2015-09-14,CLUB_MEN
15,16,Kansas City Prairie Fire,,,2015-09-14,CLUB_MEN
16,17,Vancouver Furious George,,,2015-09-14,CLUB_MEN
17,18,Florida United,,,2015-09-14,CLUB_MEN
18,19,Madison Club,,,2015-09-14,CLUB_MEN
19,20,SoCal Condors,,,2015-09-14,CLUB_MEN
20,21,Philadelphia Patrol,,,2015-09-14,CLUB_MEN
21,22,San Diego Streetgang,,,2015-09-14,CLUB_MEN
22,23,Boston Garuda,,,2015-09-14,CLUB_MEN
23,24,Palo Alto Boost FC,,,2015-09-14,CLUB_MEN
24,25,New Jersey Garden State Ultimate,,,2015-09-14,CLUB_MEN
0,1,San Francisco Revolver,-,1,2014-10-08,CLUB_MEN
1,2,Chicago Machine,-,2,2014-10-08,CLUB_MEN
2,3,Boston Ironside,-,3,2014-10-08,CLUB_MEN
3,4,Seattle Sockeye,-,4,2014-10-08,CLUB_MEN
4,5,Denver Johnny Bravo,-,5,2014-10-08,CLUB_MEN
5,6,Toronto GOAT,+1,7,2014-10-08,CLUB_MEN
6,7,Raleigh Ring Of Fire,+1,8,2014-10-08,CLUB_MEN
7,8,Austin Doublewide,+2,10,2014-10-08,CLUB_MEN
8,9,Atlanta Chain Lightning,-3,6,2014-10-08,CLUB_MEN
9,10,Portland Rhino Slam!,-1,9,2014-10-08,CLUB_MEN
10,11,Minneapolis Sub Zero,+1,12,2014-10-08,CLUB_MEN
11,12,New York PoNY,+2,14,2014-10-08,CLUB_MEN
12,13,Washington DC Truck Stop,+2,15,2014-10-08,CLUB_MEN
13,14,Michigan High Five,-1,13,2014-10-08,CLUB_MEN
14,15,Kansas City Prairie Fire,+3,18,2014-10-08,CLUB_MEN
15,16,Pittsburgh Temper,+5,21,2014-10-08,CLUB_MEN
16,17,Vancouver Furious George,+3,20,2014-10-08,CLUB_MEN
17,18,Phoenix Sprawl,,-,2014-10-08,CLUB_MEN
18,19,SoCal Condors,-2,17,2014-10-08,CLUB_MEN
19,20,Madison Club,-9,11,2014-10-08,CLUB_MEN
20,21,Orlando Omen,,-,2014-10-08,CLUB_MEN
21,22,Boston Garuda,,-,2014-10-08,CLUB_MEN
22,23,Florida United,+1,24,2014-10-08,CLUB_MEN
23,24,Palo Alto Boost FC,-8,16,2014-10-08,CLUB_MEN
24,25,Utah Powderhogs,,-,2014-10-08,CLUB_MEN
0,1,San Francisco Revolver,-,1,2014-10-08,CLUB_MEN
1,2,Chicago Machine,+3,5,2014-10-08,CLUB_MEN
2,3,Boston Ironside,+1,4,2014-10-08,CLUB_MEN
3,4,Seattle Sockeye,-1,3,2014-10-08,CLUB_MEN
4,5,Denver Johnny Bravo,-3,2,2014-10-08,CLUB_MEN
5,6,Atlanta Chain Lightning,+1,7,2014-10-08,CLUB_MEN
6,7,Toronto GOAT,+6,13,2014-10-08,CLUB_MEN
7,8,Raleigh Ring Of Fire,-2,6,2014-10-08,CLUB_MEN
8,9,Portland Rhino Slam!,-1,8,2014-10-08,CLUB_MEN
9,10,Austin Doublewide,-,10,2014-10-08,CLUB_MEN
10,11,Madison Club,+5,16,2014-10-08,CLUB_MEN
11,12,Minneapolis Sub Zero,-,12,2014-10-08,CLUB_MEN
12,13,Michigan High Five,+10,23,2014-10-08,CLUB_MEN
13,14,New York PoNY,-5,9,2014-10-08,CLUB_MEN
14,15,Washington DC Truck Stop,-1,14,2014-10-08,CLUB_MEN
15,16,Palo Alto Boost FC,+1,17,2014-10-08,CLUB_MEN
16,17,SoCal Condors,-6,11,2014-10-08,CLUB_MEN
17,18,Kansas City Prairie Fire,+1,19,2014-10-08,CLUB_MEN
18,19,Seattle Voodoo,,-,2014-10-08,CLUB_MEN
19,20,Vancouver Furious George,-5,15,2014-10-08,CLUB_MEN
20,21,Pittsburgh Temper,+1,22,2014-10-08,CLUB_MEN
21,22,Philadelphia Patrol,,-,2014-10-08,CLUB_MEN
22,23,San Diego Streetgang,-5,18,2014-10-08,CLUB_MEN
23,24,Florida United,-3,21,2014-10-08,CLUB_MEN
24,25,Columbus Madcow,-5,20,2014-10-08,CLUB_MEN
0,1,San Francisco Revolver,-,1,2014-10-08,CLUB_MEN
1,2,Denver Johnny Bravo,-,2,2014-10-08,CLUB_MEN
2,3,Seattle Sockeye,+2,5,2014-10-08,CLUB_MEN
3,4,Boston Ironside,-1,3,2014-10-08,CLUB_MEN
4,5,Chicago Machine,-1,4,2014-10-08,CLUB_MEN
5,6,Raleigh Ring Of Fire,+2,8,2014-10-08,CLUB_MEN
6,7,Atlanta Chain Lightning,-,7,2014-10-08,CLUB_MEN
7,8,Portland Rhino Slam!,+7,15,2014-10-08,CLUB_MEN
8,9,New York PoNY,-,9,2014-10-08,CLUB_MEN
9,10,Austin Doublewide,-,10,2014-10-08,CLUB_MEN
10,11,SoCal Condors,+5,16,2014-10-08,CLUB_MEN
11,12,Minneapolis Sub Zero,-6,6,2014-10-08,CLUB_MEN
12,13,Toronto GOAT,-2,11,2014-10-08,CLUB_MEN
13,14,Washington DC Truck Stop,-2,12,2014-10-08,CLUB_MEN
14,15,Vancouver Furious George,-1,14,2014-10-08,CLUB_MEN
15,16,Madison Club,+4,20,2014-10-08,CLUB_MEN
16,17,Palo Alto Boost FC,+2,19,2014-10-08,CLUB_MEN
17,18,San Diego Streetgang,,-,2014-10-08,CLUB_MEN
18,19,Kansas City Prairie Fire,-2,17,2014-10-08,CLUB_MEN
19,20,Columbus Madcow,+1,21,2014-10-08,CLUB_MEN
20,21,Florida United,-8,13,2014-10-08,CLUB_MEN
21,22,Pittsburgh Temper,-,22,2014-10-08,CLUB_MEN
22,23,Michigan High Five,-5,18,2014-10-08,CLUB_MEN
23,24,Tuscaloosa Southern Hospitality,,-,2014-10-08,CLUB_MEN
24,25,Houston H.I.P.,,-,2014-10-08,CLUB_MEN
0,1,San Francisco Revolver,,,2014-10-08,CLUB_MEN
1,2,Denver Johnny Bravo,,,2014-10-08,CLUB_MEN
2,3,Boston Ironside,,,2014-10-08,CLUB_MEN
3,4,Chicago Machine,,,2014-10-08,CLUB_MEN
4,5,Seattle Sockeye,,,2014-10-08,CLUB_MEN
5,6,Minneapolis Sub Zero,,,2014-10-08,CLUB_MEN
6,7,Atlanta Chain Lightning,,,2014-10-08,CLUB_MEN
