,Name,Team,#,PP,OPP,DPP,AST,GLS,BLK,+/-,Rcv Yds,Thr Yds,Yds,Cmp,Cmp%,HA,T,S,C,D,game_info
25,Van Deusen,LA,99,25,22,3,4,0,0,0,164,300,464,35,89,1,4,0,0,0,2021-08-07-LA-SD
26,Abdulla,LA,63,12,12,0,1,0,0,0,-13,113,100,20,95,0,1,0,0,0,2021-08-07-LA-SD
27,Lu,LA,50,11,3,8,0,0,1,0,5,0,5,0,0,0,1,0,0,0,2021-08-07-LA-SD
28,Gall,LA,27,30,22,8,3,0,0,0,84,255,339,52,94,4,3,0,0,0,2021-08-07-LA-SD
29,Plasman,LA,26,11,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-07-LA-SD
30,Coleman,LA,23,9,1,8,0,0,0,0,37,2,39,1,100,0,0,0,0,0,2021-08-07-LA-SD
31,Padula,LA,9,26,9,17,0,1,0,0,4,77,81,13,92,2,1,0,0,0,2021-08-07-LA-SD
32,Johnson,LA,6,11,3,8,0,0,0,0,43,16,59,5,100,0,0,0,0,0,2021-08-07-LA-SD
33,Kirkpatrick,LA,3,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-07-LA-SD
34,Sung,SD,12,17,0,17,0,0,0,0,34,28,62,1,100,0,0,0,0,0,2021-08-07-LA-SD
35,Dehnbostel,SD,17,10,0,10,0,0,0,0,9,22,31,2,100,0,0,0,0,0,2021-08-07-LA-SD
36,Kasprzycki,LA,60,21,4,17,0,0,0,-1,106,17,123,4,80,0,1,0,0,0,2021-08-07-LA-SD
37,Ladner,LA,21,11,9,2,0,0,0,-1,46,59,105,9,90,0,1,0,0,0,2021-08-07-LA-SD
38,Mendelevitz,SD,86,2,0,2,0,0,0,-1,1,38,39,5,83,0,1,0,0,0,2021-08-07-LA-SD
39,Lacy,SD,36,12,0,12,0,0,0,-1,15,0,15,3,75,0,1,0,0,0,2021-08-07-LA-SD
0,Laurence,SJ,51,20,16,4,2,5,1,6,306,35,341,18,90,2,2,0,0,0,2021-08-07-SJ-SEA
1,Norden,SJ,3,17,13,4,4,1,0,4,4,281,285,27,96,2,1,0,0,0,2021-08-07-SJ-SEA
2,Kerr,SJ,66,21,16,5,2,2,2,4,100,267,367,29,93,4,2,0,0,0,2021-08-07-SJ-SEA
3,Earley,SJ,84,17,13,4,1,3,0,4,84,60,144,5,100,1,0,0,0,0,2021-08-07-SJ-SEA
4,Houser,SEA,60,21,20,1,1,4,1,4,279,153,432,24,96,0,1,0,0,1,2021-08-07-SJ-SEA
5,Brown,SEA,88,21,20,1,2,4,2,4,186,16,202,20,95,1,1,0,0,3,2021-08-07-SJ-SEA
6,Miller,SJ,0,15,4,11,1,2,0,3,229,23,252,8,100,0,0,0,0,0,2021-08-07-SJ-SEA
7,Akyuz,SEA,64,9,9,0,2,0,1,3,88,111,199,8,100,0,0,0,0,0,2021-08-07-SJ-SEA
8,Thorne,SJ,23,15,4,11,1,1,1,2,43,189,232,11,100,1,0,0,0,1,2021-08-07-SJ-SEA
9,Lung,SJ,48,14,3,11,0,0,3,2,5,108,113,10,90,1,1,0,0,0,2021-08-07-SJ-SEA
10,Levinsky,SJ,17,17,1,16,1,0,2,2,99,3,102,9,90,1,1,0,0,0,2021-08-07-SJ-SEA
11,Grant,SJ,13,14,4,10,0,2,0,2,149,41,190,7,100,1,0,0,0,0,2021-08-07-SJ-SEA
12,Fein,SJ,8,16,0,16,0,2,0,2,65,11,76,6,100,0,0,0,0,0,2021-08-07-SJ-SEA
13,Mahan,SEA,51,17,3,14,1,0,1,2,32,54,86,4,100,1,0,0,0,0,2021-08-07-SJ-SEA
14,Munoz,SEA,11,19,5,14,2,1,1,2,42,114,156,13,86,1,2,0,0,0,2021-08-07-SJ-SEA
15,Lane III,SEA,70,20,20,0,2,0,0,2,151,109,260,21,100,2,0,0,0,0,2021-08-07-SJ-SEA
16,Wysen,SJ,11,14,0,14,1,0,0,1,16,69,85,10,100,1,0,0,0,0,2021-08-07-SJ-SEA
17,Williams,SJ,87,21,0,21,0,1,1,1,22,0,22,0,0,0,1,0,0,0,2021-08-07-SJ-SEA
18,Thahir,SJ,12,19,13,6,2,0,0,1,147,10,157,9,90,2,1,0,0,0,2021-08-07-SJ-SEA
19,Sokolowsky,SJ,24,12,0,12,1,0,0,1,-5,146,141,15,100,1,0,0,0,0,2021-08-07-SJ-SEA
20,"Chang, S",SJ,30,16,13,3,2,1,0,1,47,115,162,19,90,2,2,0,0,0,2021-08-07-SJ-SEA
21,"Chang, P",SJ,43,13,0,13,1,1,0,1,61,-2,59,6,85,0,1,0,0,0,2021-08-07-SJ-SEA
22,Magsig,SJ,,17,0,17,1,1,1,1,91,22,113,9,81,1,2,0,0,0,2021-08-07-SJ-SEA
23,Kissmann,SJ,,18,15,3,2,1,0,1,18,137,155,20,90,1,2,0,0,0,2021-08-07-SJ-SEA
24,Jacobs,SEA,55,18,4,14,0,1,0,1,10,7,17,1,100,0,0,0,0,0,2021-08-07-SJ-SEA
25,"Lopez-Escarez, A",SEA,17,17,3,14,0,2,0,1,64,24,88,3,75,1,1,0,0,0,2021-08-07-SJ-SEA
26,Bruner,SJ,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-07-SJ-SEA
27,Worthington,SEA,90,20,5,15,0,1,2,0,67,17,84,5,71,0,2,0,0,1,2021-08-07-SJ-SEA
28,Lin,SEA,33,17,3,14,0,0,0,0,24,-3,21,2,100,0,0,0,0,0,2021-08-07-SJ-SEA
29,Baker,SEA,47,8,5,3,1,0,0,0,20,20,40,4,80,0,1,0,0,0,2021-08-07-SJ-SEA
30,Johnson,SEA,27,8,5,3,0,0,1,0,11,0,11,0,0,0,1,0,0,0,2021-08-07-SJ-SEA
31,Sturm,SEA,46,8,5,3,0,0,0,0,45,-14,31,4,100,0,0,0,0,0,2021-08-07-SJ-SEA
32,Steen,SEA,23,20,20,0,0,0,0,0,165,44,209,9,100,1,0,0,0,0,2021-08-07-SJ-SEA
33,Eckert,SEA,86,23,23,0,2,1,1,0,36,343,379,65,95,4,3,0,0,1,2021-08-07-SJ-SEA
34,Casio,SEA,5,18,18,0,2,1,0,0,-85,103,18,27,90,1,3,0,0,0,2021-08-07-SJ-SEA
35,Crawford,SJ,5,16,1,15,1,0,0,-1,51,17,68,9,90,0,1,0,0,1,2021-08-07-SJ-SEA
36,Zhou,SEA,82,16,3,13,0,0,0,-1,2,3,5,2,100,0,0,0,0,1,2021-08-07-SJ-SEA
37,Ramirez,SEA,73,8,5,3,0,0,0,-1,-2,56,54,9,90,1,1,0,0,0,2021-08-07-SJ-SEA
38,Brisbois,SEA,69,16,14,2,0,0,0,-1,59,46,105,8,88,0,1,0,0,0,2021-08-07-SJ-SEA
39,"Lopez-Escarez, D",SEA,3,9,5,4,0,0,0,-4,15,6,21,7,63,0,4,0,0,0,2021-08-07-SJ-SEA
0,Poitte-Sokolsky,MTL,28,19,18,1,0,6,1,7,276,48,324,16,100,0,0,0,0,0,2021-08-07-TOR-MTL
1,Monfette,MTL,21,19,17,2,4,1,0,5,164,78,242,25,100,2,0,0,0,0,2021-08-07-TOR-MTL
2,Carroll,TOR,3,17,15,2,2,3,0,4,156,97,253,13,92,2,1,0,0,0,2021-08-07-TOR-MTL
3,LaFrance,TOR,86,18,3,15,1,2,0,3,70,51,121,2,100,1,0,0,0,0,2021-08-07-TOR-MTL
4,Comire,TOR,5,17,15,2,2,1,0,3,15,248,263,30,100,0,0,0,0,0,2021-08-07-TOR-MTL
5,Brissette,MTL,86,19,18,1,4,0,2,3,-118,529,411,59,95,1,3,0,0,0,2021-08-07-TOR-MTL
6,Tremblay-Joncas,MTL,42,17,1,16,1,0,3,3,89,54,143,7,87,0,1,0,0,0,2021-08-07-TOR-MTL
7,Cohonner,MTL,22,15,1,14,1,0,2,3,38,2,40,1,100,0,0,0,0,0,2021-08-07-TOR-MTL
8,Arsenault,MTL,13,15,1,14,2,1,2,3,94,11,105,7,77,0,2,0,0,0,2021-08-07-TOR-MTL
9,Harris,TOR,91,19,17,2,0,3,1,2,239,143,382,26,92,2,2,0,0,0,2021-08-07-TOR-MTL
10,"Lewis, W",TOR,88,18,16,2,1,1,0,2,112,62,174,10,100,2,0,0,0,0,2021-08-07-TOR-MTL
11,Turner,TOR,34,20,4,16,1,1,2,2,48,17,65,2,50,0,2,0,0,0,2021-08-07-TOR-MTL
12,Hau,TOR,15,14,3,11,0,0,3,2,7,17,24,7,87,0,1,0,0,0,2021-08-07-TOR-MTL
13,Edwards,TOR,11,13,13,0,1,2,1,2,132,-3,129,7,100,0,0,0,0,2,2021-08-07-TOR-MTL
14,Quinlan,MTL,81,21,17,4,2,2,0,2,202,19,221,29,93,3,2,0,0,0,2021-08-07-TOR-MTL
15,Auger-Semmar,MTL,71,21,18,3,1,2,0,2,297,109,406,22,95,2,1,0,0,0,2021-08-07-TOR-MTL
16,Lemieux,MTL,6,18,17,1,2,2,0,2,178,81,259,28,93,2,2,0,0,0,2021-08-07-TOR-MTL
17,Huynh,TOR,83,15,14,1,2,1,0,1,26,56,82,15,93,1,1,0,0,1,2021-08-07-TOR-MTL
18,Charnock,TOR,22,8,1,7,1,0,0,1,34,32,66,3,100,0,0,0,0,0,2021-08-07-TOR-MTL
19,"Mackenzie, M",TOR,7,19,10,9,2,0,1,1,196,98,294,16,88,1,2,0,0,0,2021-08-07-TOR-MTL
20,Lam,TOR,6,11,4,7,1,0,0,1,55,39,94,10,100,1,0,0,0,0,2021-08-07-TOR-MTL
21,Mensah,TOR,2,9,0,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2021-08-07-TOR-MTL
22,Charette,MTL,64,12,1,11,0,1,0,1,68,91,159,3,100,2,0,0,0,0,2021-08-07-TOR-MTL
23,Duplaix,MTL,43,13,1,12,0,1,0,1,6,62,68,5,100,0,0,0,0,0,2021-08-07-TOR-MTL
24,Rousseau,MTL,38,10,1,9,0,1,1,1,10,28,38,11,91,0,1,0,0,0,2021-08-07-TOR-MTL
25,Leonard,MTL,19,7,0,7,1,0,0,1,16,56,72,5,100,1,0,0,0,0,2021-08-07-TOR-MTL
26,Kishi,TOR,30,7,1,6,0,0,0,0,12,0,12,0,0,0,0,0,0,0,2021-08-07-TOR-MTL
27,Kuo,TOR,26,5,1,4,0,0,0,0,3,-4,-1,1,100,1,0,0,0,0,2021-08-07-TOR-MTL
28,Huang,TOR,25,7,2,5,0,1,0,0,7,0,7,0,0,0,0,0,0,1,2021-08-07-TOR-MTL
29,Yue,TOR,8,14,3,11,0,0,1,0,21,58,79,6,85,1,1,0,0,0,2021-08-07-TOR-MTL
30,Jay,TOR,4,17,1,16,0,0,0,0,20,-13,7,2,100,0,0,0,0,0,2021-08-07-TOR-MTL
31,Bastien,MTL,73,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-07-TOR-MTL
32,Goderre,MTL,27,19,18,1,0,1,0,0,-26,198,172,50,98,3,1,0,0,0,2021-08-07-TOR-MTL
33,Lalonde-Landry,MTL,24,11,0,11,0,0,0,0,3,-6,-3,1,100,0,0,0,0,0,2021-08-07-TOR-MTL
34,Chaouch,MTL,9,16,2,14,0,0,2,0,83,-8,75,6,100,0,0,0,0,2,2021-08-07-TOR-MTL
35,Meron,TOR,9,19,4,15,0,0,1,-1,-25,39,14,11,91,0,1,0,0,1,2021-08-07-TOR-MTL
36,Heloir,MTL,35,10,1,9,0,0,0,-1,8,29,37,7,100,0,0,0,0,1,2021-08-07-TOR-MTL
37,Sénéchal,MTL,5,10,3,7,0,0,0,-1,24,-7,17,2,66,0,1,0,0,0,2021-08-07-TOR-MTL
38,Gamache,MTL,2,8,0,8,0,0,0,-1,-15,18,3,4,80,1,1,0,0,0,2021-08-07-TOR-MTL
39,Hirst,TOR,27,20,17,3,2,1,0,-2,161,354,515,36,92,4,3,0,0,2,2021-08-07-TOR-MTL
0,"Norrbom, Z",DC,10,16,13,3,2,2,1,5,128,198,326,46,100,6,0,0,0,0,2021-08-06-DC-PHI
1,Merrill,DC,40,13,6,7,0,4,0,4,81,-11,70,6,100,1,0,0,0,0,2021-08-06-DC-PHI
2,Hess,DC,35,14,2,12,2,0,2,4,90,95,185,9,100,0,0,0,0,0,2021-08-06-DC-PHI
3,Warner,DC,6,15,1,14,0,2,1,3,65,62,127,8,100,2,0,0,0,0,2021-08-06-DC-PHI
4,Wartinbee,DC,27,12,10,2,2,2,0,3,100,30,130,9,90,0,1,0,0,0,2021-08-06-DC-PHI
5,Richards,DC,99,14,11,3,0,4,0,3,114,-24,90,5,83,0,1,0,0,0,2021-08-06-DC-PHI
6,Merriman,DC,5,18,3,15,1,0,2,3,46,28,74,6,100,2,0,0,0,0,2021-08-06-DC-PHI
7,"Bergeron, R",DC,21,15,2,13,1,0,2,3,92,66,158,10,100,0,0,0,0,0,2021-08-06-DC-PHI
8,Mott,PHI,81,19,16,3,3,1,0,3,89,108,197,15,93,2,1,0,0,0,2021-08-06-DC-PHI
9,DiGiorgio,PHI,45,15,12,3,1,3,0,3,52,80,132,7,100,0,0,0,0,1,2021-08-06-DC-PHI
10,Rehfuss,DC,11,12,1,11,0,2,0,2,118,-11,107,5,100,0,0,0,0,0,2021-08-06-DC-PHI
11,Nissen,DC,24,15,13,2,3,0,0,2,136,144,280,27,96,1,1,0,0,0,2021-08-06-DC-PHI
12,Pastor,PHI,1,14,11,3,0,2,0,2,98,13,111,7,100,0,0,0,0,0,2021-08-06-DC-PHI
13,Owens,PHI,88,14,10,4,2,0,2,2,89,120,209,10,90,0,1,0,0,1,2021-08-06-DC-PHI
14,Glazer,PHI,14,16,14,2,1,2,1,2,162,35,197,7,87,0,1,0,0,1,2021-08-06-DC-PHI
15,McDonnell,DC,28,15,12,3,3,1,1,1,24,199,223,45,91,0,4,0,0,0,2021-08-06-DC-PHI
16,"Norrbom, G",DC,54,12,10,2,1,0,0,1,39,76,115,28,100,1,0,0,0,0,2021-08-06-DC-PHI
17,Braun,DC,12,13,10,3,2,0,0,1,83,83,166,28,100,3,0,0,0,1,2021-08-06-DC-PHI
18,Bartlett,DC,14,14,2,12,0,1,0,1,58,-11,47,6,100,0,0,0,0,0,2021-08-06-DC-PHI
19,Witmer,PHI,50,15,4,11,1,0,2,1,49,14,63,8,100,0,0,0,0,2,2021-08-06-DC-PHI
20,Pollard,PHI,17,15,13,2,2,1,1,1,70,112,182,5,62,0,3,0,0,0,2021-08-06-DC-PHI
21,Michel,PHI,23,12,3,9,0,0,1,1,35,30,65,5,100,1,0,0,0,0,2021-08-06-DC-PHI
22,Masino,PHI,26,12,1,11,0,0,2,1,39,4,43,3,75,0,1,0,0,0,2021-08-06-DC-PHI
23,Martin,PHI,4,16,13,3,0,3,0,1,142,25,167,7,100,2,0,0,0,2,2021-08-06-DC-PHI
24,Hanna,PHI,39,13,3,10,1,0,0,1,9,30,39,1,100,0,0,0,0,0,2021-08-06-DC-PHI
25,Esser,PHI,10,11,4,7,0,0,1,1,17,26,43,12,100,1,0,0,0,0,2021-08-06-DC-PHI
26,Knopf,DC,25,9,2,7,0,1,0,0,-4,3,-1,4,100,0,0,0,0,1,2021-08-06-DC-PHI
27,Healey,DC,18,16,7,9,0,0,1,0,98,3,101,8,88,0,1,0,0,0,2021-08-06-DC-PHI
28,Bloodgood,DC,30,17,2,15,1,0,0,0,-1,139,138,21,95,0,1,0,0,0,2021-08-06-DC-PHI
29,Heyman,PHI,44,12,5,7,0,0,1,0,25,18,43,3,75,0,1,0,0,0,2021-08-06-DC-PHI
30,Arcata,PHI,22,16,5,11,0,1,0,0,73,36,109,6,85,1,1,0,0,0,2021-08-06-DC-PHI
31,Fitzgerald,DC,88,16,2,14,0,0,0,-1,15,95,110,14,93,1,1,0,0,0,2021-08-06-DC-PHI
32,Nardelli,PHI,99,12,2,10,1,0,0,-1,-10,79,69,10,83,0,2,0,0,0,2021-08-06-DC-PHI
33,Lillis,PHI,3,16,13,3,1,0,0,-1,68,100,168,19,90,2,2,0,0,0,2021-08-06-DC-PHI
34,Campanella,PHI,5,11,1,10,0,0,0,-1,24,-1,23,1,50,0,1,0,0,0,2021-08-06-DC-PHI
35,Butrica,PHI,70,13,4,9,0,0,0,-1,-16,29,13,8,88,0,1,0,0,0,2021-08-06-DC-PHI
36,Shields,DC,36,16,4,12,1,0,0,-2,45,62,107,23,88,0,3,0,0,0,2021-08-06-DC-PHI
37,Dietrich,PHI,35,12,3,9,0,0,0,-2,-3,51,48,5,71,0,2,0,0,0,2021-08-06-DC-PHI
38,Boyle,PHI,6,18,16,2,0,0,0,-2,82,186,268,27,93,2,2,0,0,0,2021-08-06-DC-PHI
39,Malks,DC,53,15,13,2,1,1,0,-3,93,193,286,50,90,2,5,0,0,0,2021-08-06-DC-PHI
0,Mitchell,RAL,8,21,19,2,1,6,1,8,244,57,301,12,100,2,0,0,0,0,2021-08-06-RAL-BOS
1,Thompson,BOS,47,22,17,5,1,5,0,6,100,60,160,11,100,1,0,0,0,0,2021-08-06-RAL-BOS
2,Laviolette,RAL,26,20,18,2,3,3,0,5,176,230,406,17,94,1,1,0,0,0,2021-08-06-RAL-BOS
3,Juengst,RAL,16,21,19,2,2,4,0,5,243,119,362,28,96,1,1,0,0,0,2021-08-06-RAL-BOS
4,Saul,RAL,24,20,6,14,2,1,1,4,79,109,188,19,100,2,0,0,0,0,2021-08-06-RAL-BOS
5,Fairfax,RAL,20,23,20,3,3,1,0,4,250,83,333,21,100,1,0,0,0,0,2021-08-06-RAL-BOS
6,Johnson,BOS,15,25,21,4,3,3,0,4,295,237,532,43,95,3,2,0,0,0,2021-08-06-RAL-BOS
7,Taylor,BOS,0,21,18,3,1,2,1,3,1,380,381,52,98,3,1,0,0,0,2021-08-06-RAL-BOS
8,Sadok,BOS,3,24,21,3,6,1,0,3,291,321,612,61,95,2,3,0,0,1,2021-08-06-RAL-BOS
9,Russell,RAL,31,9,1,8,1,0,1,2,11,13,24,2,100,0,0,0,0,0,2021-08-06-RAL-BOS
10,Gouchoe-Hanas,RAL,80,21,19,2,2,0,0,2,4,257,261,38,100,5,0,0,0,0,2021-08-06-RAL-BOS
11,Bloodworth,RAL,28,15,2,13,2,0,0,2,27,33,60,6,100,0,0,0,0,0,2021-08-06-RAL-BOS
12,Stewart,BOS,23,21,18,3,4,1,0,2,171,173,344,25,89,0,3,0,0,0,2021-08-06-RAL-BOS
13,Haflin,BOS,34,16,2,14,0,1,1,2,23,14,37,3,100,0,0,0,0,0,2021-08-06-RAL-BOS
14,Bartoli,BOS,80,17,3,14,0,1,1,2,54,4,58,2,100,0,0,0,0,0,2021-08-06-RAL-BOS
15,Richardson,RAL,84,17,3,14,0,1,0,1,16,0,16,0,0,0,0,0,0,0,2021-08-06-RAL-BOS
16,McAllister,RAL,51,16,2,14,1,0,0,1,9,25,34,2,100,0,0,0,0,0,2021-08-06-RAL-BOS
17,Long,RAL,11,20,3,17,0,1,0,1,22,38,60,22,100,2,0,0,0,0,2021-08-06-RAL-BOS
18,Turner,BOS,10,13,9,4,0,1,0,1,55,0,55,6,100,1,0,0,0,0,2021-08-06-RAL-BOS
19,Woodhouse,BOS,33,11,2,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2021-08-06-RAL-BOS
20,Whitehead,BOS,98,20,15,5,0,2,0,1,44,47,91,20,95,0,1,0,0,0,2021-08-06-RAL-BOS
21,Rick,BOS,7,14,1,13,2,0,0,1,-32,67,35,12,92,0,1,0,0,0,2021-08-06-RAL-BOS
22,Kurman-Faber,BOS,17,12,1,11,0,0,1,1,15,32,47,5,100,0,0,0,0,0,2021-08-06-RAL-BOS
23,Bullock,BOS,16,11,1,10,0,0,1,1,28,10,38,3,100,0,0,0,0,0,2021-08-06-RAL-BOS
