,Rank,Team,Change,Prior,Date,Division
22,23,Elon,-3,20,6/7/19,D3_MEN
23,24,UNC Asheville,-3,21,6/7/19,D3_MEN
24,25,Messiah,-3,22,6/7/19,D3_MEN
0,1,Middlebury,1,2,6/7/19,D3_MEN
1,2,Carleton CHOP,1,3,6/7/19,D3_MEN
2,3,Richmond,2,5,6/7/19,D3_MEN
3,4,Air Force,-3,1,6/7/19,D3_MEN
4,5,Bryant,1,6,6/7/19,D3_MEN
5,6,Bowdoin,1,7,6/7/19,D3_MEN
6,7,Wesleyan,1,8,6/7/19,D3_MEN
7,8,John Brown,1,9,6/7/19,D3_MEN
8,9,Mary Washington,4,13,6/7/19,D3_MEN
9,10,Franciscan,,-,6/7/19,D3_MEN
10,11,Michigan Tech,-1,10,6/7/19,D3_MEN
11,12,Rice,6,18,6/7/19,D3_MEN
12,13,Missouri S&T,3,16,6/7/19,D3_MEN
13,14,Davidson,-3,11,6/7/19,D3_MEN
14,15,Williams,-3,12,6/7/19,D3_MEN
15,16,St. Olaf,,-,6/7/19,D3_MEN
16,17,Brandeis,-,17,6/7/19,D3_MEN
17,18,Luther,1,19,6/7/19,D3_MEN
18,19,Haverford,1,20,6/7/19,D3_MEN
19,20,Elon,,-,6/7/19,D3_MEN
20,21,UNC Asheville,,-,6/7/19,D3_MEN
21,22,Messiah,,-,6/7/19,D3_MEN
22,23,Bates,-1,22,6/7/19,D3_MEN
23,24,Lewis & Clark,,-,6/7/19,D3_MEN
24,25,Georgia College,-10,15,6/7/19,D3_MEN
0,1,Air Force,-,1,6/7/19,D3_MEN
1,2,Middlebury,-,2,6/7/19,D3_MEN
2,3,Carleton CHOP,-,3,6/7/19,D3_MEN
3,4,Oberlin,-,4,6/7/19,D3_MEN
4,5,Richmond,-,5,6/7/19,D3_MEN
5,6,Bryant,-,6,6/7/19,D3_MEN
6,7,Bowdoin,-,7,6/7/19,D3_MEN
7,8,Wesleyan,-,8,6/7/19,D3_MEN
8,9,John Brown,-,9,6/7/19,D3_MEN
9,10,Michigan Tech,-,10,6/7/19,D3_MEN
10,11,Davidson,-,11,6/7/19,D3_MEN
11,12,Williams,-,12,6/7/19,D3_MEN
12,13,Mary Washington,-,13,6/7/19,D3_MEN
13,14,RPI,-,14,6/7/19,D3_MEN
14,15,Georgia College,-,15,6/7/19,D3_MEN
15,16,Missouri S&T,-,16,6/7/19,D3_MEN
16,17,Brandeis,,-,6/7/19,D3_MEN
17,18,Rice,-1,17,6/7/19,D3_MEN
18,19,Luther,-1,18,6/7/19,D3_MEN
19,20,Haverford,-1,19,6/7/19,D3_MEN
20,21,Xavier,-1,20,6/7/19,D3_MEN
21,22,Bates,-1,21,6/7/19,D3_MEN
22,23,Colorado College,-1,22,6/7/19,D3_MEN
23,24,Pacific Lutheran,-1,23,6/7/19,D3_MEN
24,25,North Park,-1,24,6/7/19,D3_MEN
0,1,Air Force,-,1,6/7/19,D3_MEN
1,2,Middlebury,-,2,6/7/19,D3_MEN
2,3,Carleton CHOP,-,3,6/7/19,D3_MEN
3,4,Oberlin,-,4,6/7/19,D3_MEN
4,5,Richmond,-,5,6/7/19,D3_MEN
5,6,Bryant,-,6,6/7/19,D3_MEN
6,7,Bowdoin,-,7,6/7/19,D3_MEN
7,8,Wesleyan,-,8,6/7/19,D3_MEN
8,9,John Brown,-,9,6/7/19,D3_MEN
9,10,Michigan Tech,-,10,6/7/19,D3_MEN
10,11,Davidson,-,11,6/7/19,D3_MEN
11,12,Williams,-,12,6/7/19,D3_MEN
12,13,Mary Washington,-,13,6/7/19,D3_MEN
13,14,RPI,-,14,6/7/19,D3_MEN
14,15,Georgia College,-,15,6/7/19,D3_MEN
15,16,Missouri S&T,-,16,6/7/19,D3_MEN
16,17,Rice,-,17,6/7/19,D3_MEN
17,18,Luther,-,18,6/7/19,D3_MEN
18,19,Haverford,-,19,6/7/19,D3_MEN
19,20,Xavier,-,20,6/7/19,D3_MEN
20,21,Bates,-,21,6/7/19,D3_MEN
21,22,Colorado College,-,22,6/7/19,D3_MEN
22,23,Pacific Lutheran,-,23,6/7/19,D3_MEN
23,24,North Park,-,24,6/7/19,D3_MEN
24,25,Lewis & Clark,-,25,6/7/19,D3_MEN
0,1,Air Force,-,1,6/7/19,D3_MEN
1,2,Middlebury,-,2,6/7/19,D3_MEN
2,3,Carleton CHOP,-,3,6/7/19,D3_MEN
3,4,Oberlin,-,4,6/7/19,D3_MEN
4,5,Richmond,-,5,6/7/19,D3_MEN
5,6,Bryant,-,6,6/7/19,D3_MEN
6,7,Bowdoin,-,7,6/7/19,D3_MEN
7,8,Wesleyan,-,8,6/7/19,D3_MEN
8,9,John Brown,-,9,6/7/19,D3_MEN
9,10,Michigan Tech,-,10,6/7/19,D3_MEN
10,11,Davidson,-,11,6/7/19,D3_MEN
11,12,Williams,-,12,6/7/19,D3_MEN
12,13,Mary Washington,-,13,6/7/19,D3_MEN
13,14,RPI,-,14,6/7/19,D3_MEN
14,15,Georgia College,-,15,6/7/19,D3_MEN
15,16,Missouri S&T,-,16,6/7/19,D3_MEN
16,17,Rice,-,17,6/7/19,D3_MEN
17,18,Luther,-,18,6/7/19,D3_MEN
18,19,Haverford,-,19,6/7/19,D3_MEN
19,20,Xavier,-,20,6/7/19,D3_MEN
20,21,Bates,-,21,6/7/19,D3_MEN
21,22,Colorado College,1,23,6/7/19,D3_MEN
22,23,Pacific Lutheran,1,24,6/7/19,D3_MEN
23,24,North Park,1,25,6/7/19,D3_MEN
24,25,Lewis & Clark,,-,6/7/19,D3_MEN
0,1,Air Force,-,1,6/7/19,D3_MEN
1,2,Middlebury,-,2,6/7/19,D3_MEN
2,3,Carleton CHOP,1,4,6/7/19,D3_MEN
3,4,Oberlin,1,5,6/7/19,D3_MEN
4,5,Richmond,3,8,6/7/19,D3_MEN
5,6,Bryant,-,6,6/7/19,D3_MEN
6,7,Bowdoin,-,7,6/7/19,D3_MEN
7,8,Wesleyan,1,9,6/7/19,D3_MEN
8,9,John Brown,3,12,6/7/19,D3_MEN
9,10,Michigan Tech,-,10,6/7/19,D3_MEN
10,11,Davidson,9,20,6/7/19,D3_MEN
11,12,Williams,-1,11,6/7/19,D3_MEN
12,13,Mary Washington,-10,3,6/7/19,D3_MEN
13,14,RPI,-1,13,6/7/19,D3_MEN
14,15,Georgia College,-1,14,6/7/19,D3_MEN
15,16,Missouri S&T,-1,15,6/7/19,D3_MEN
16,17,Rice,,-,6/7/19,D3_MEN
17,18,Luther,-2,16,6/7/19,D3_MEN
18,19,Haverford,-2,17,6/7/19,D3_MEN
19,20,Xavier,-2,18,6/7/19,D3_MEN
20,21,Bates,-2,19,6/7/19,D3_MEN
21,22,Occidental,-1,21,6/7/19,D3_MEN
22,23,Colorado College,,-,6/7/19,D3_MEN
23,24,Pacific Lutheran,-1,23,6/7/19,D3_MEN
24,25,North Park,-1,24,6/7/19,D3_MEN
0,1,Air Force,-,1,6/7/19,D3_MEN
1,2,Middlebury,-,2,6/7/19,D3_MEN
2,3,Mary Washington,-,3,6/7/19,D3_MEN
3,4,Carleton CHOP,-,4,6/7/19,D3_MEN
4,5,Oberlin,-,5,6/7/19,D3_MEN
5,6,Bryant,1,7,6/7/19,D3_MEN
6,7,Bowdoin,1,8,6/7/19,D3_MEN
7,8,Richmond,-2,6,6/7/19,D3_MEN
8,9,Wesleyan,-,9,6/7/19,D3_MEN
9,10,Michigan Tech,-,10,6/7/19,D3_MEN
10,11,Williams,-,11,6/7/19,D3_MEN
11,12,John Brown,-,12,6/7/19,D3_MEN
12,13,RPI,-,13,6/7/19,D3_MEN
13,14,Georgia College,-,14,6/7/19,D3_MEN
14,15,Missouri S&T,-,15,6/7/19,D3_MEN
15,16,Luther,-,16,6/7/19,D3_MEN
16,17,Haverford,-,17,6/7/19,D3_MEN
17,18,Xavier,-,18,6/7/19,D3_MEN
18,19,Bates,-,19,6/7/19,D3_MEN
19,20,Davidson,-,20,6/7/19,D3_MEN
20,21,Occidental,-,21,6/7/19,D3_MEN
21,22,Florida Tech,-,22,6/7/19,D3_MEN
22,23,Pacific Lutheran,1,24,6/7/19,D3_MEN
23,24,North Park,1,25,6/7/19,D3_MEN
24,25,St. Olaf,,-,6/7/19,D3_MEN
0,1,Air Force,,,6/7/19,D3_MEN
1,2,Middlebury,,,6/7/19,D3_MEN
2,3,Mary Washington,,,6/7/19,D3_MEN
3,4,Carleton CHOP,,,6/7/19,D3_MEN
4,5,Oberlin,,,6/7/19,D3_MEN
5,6,Richmond,,,6/7/19,D3_MEN
6,7,Bryant,,,6/7/19,D3_MEN
7,8,Bowdoin,,,6/7/19,D3_MEN
8,9,Wesleyan,,,6/7/19,D3_MEN
9,10,Michigan Tech,,,6/7/19,D3_MEN
10,11,Williams,,,6/7/19,D3_MEN
11,12,John Brown,,,6/7/19,D3_MEN
12,13,RPI,,,6/7/19,D3_MEN
13,14,Georgia College,,,6/7/19,D3_MEN
14,15,Missouri S&T,,,6/7/19,D3_MEN
15,16,Luther,,,6/7/19,D3_MEN
16,17,Haverford,,,6/7/19,D3_MEN
17,18,Xavier,,,6/7/19,D3_MEN
18,19,Bates,,,6/7/19,D3_MEN
19,20,Davidson,,,6/7/19,D3_MEN
20,21,Occidental,,,6/7/19,D3_MEN
21,22,Florida Tech,,,6/7/19,D3_MEN
22,23,Puget Sound,,,6/7/19,D3_MEN
23,24,Pacific Lutheran,,,6/7/19,D3_MEN
24,25,North Park,,,6/7/19,D3_MEN
0,1,Air Force,-,1,5/9/18,D3_MEN
1,2,Bryant,-,2,5/9/18,D3_MEN
2,3,Middlebury,-,3,5/9/18,D3_MEN
3,4,Whitman,-,4,5/9/18,D3_MEN
4,5,Carleton CHOP,-,5,5/9/18,D3_MEN
5,6,Missouri S&T,19,25,5/9/18,D3_MEN
6,7,Mary Washington,-,7,5/9/18,D3_MEN
7,8,Richmond,-,8,5/9/18,D3_MEN
8,9,Georgia College,1,10,5/9/18,D3_MEN
9,10,Bowdoin,4,14,5/9/18,D3_MEN
10,11,John Brown,-5,6,5/9/18,D3_MEN
11,12,Oberlin,6,18,5/9/18,D3_MEN
12,13,RPI,4,17,5/9/18,D3_MEN
13,14,North Park,,-,5/9/18,D3_MEN
14,15,Puget Sound,5,20,5/9/18,D3_MEN
15,16,Williams,7,23,5/9/18,D3_MEN
16,17,Bates,-4,13,5/9/18,D3_MEN
17,18,Luther,,-,5/9/18,D3_MEN
18,19,Michigan Tech,-8,11,5/9/18,D3_MEN
19,20,Amherst,-11,9,5/9/18,D3_MEN
20,21,Portland,-,21,5/9/18,D3_MEN
21,22,Pacific Lutheran,-,22,5/9/18,D3_MEN
22,23,Wesleyan,-7,16,5/9/18,D3_MEN
23,24,Xavier,,-,5/9/18,D3_MEN
24,25,Haverford,,-,5/9/18,D3_MEN
0,1,Air Force,-,1,5/9/18,D3_MEN
1,2,Bryant,1,3,5/9/18,D3_MEN
2,3,Middlebury,1,4,5/9/18,D3_MEN
3,4,Whitman,-2,2,5/9/18,D3_MEN
4,5,Carleton CHOP,-,5,5/9/18,D3_MEN
5,6,John Brown,4,10,5/9/18,D3_MEN
6,7,Mary Washington,-1,6,5/9/18,D3_MEN
7,8,Richmond,-1,7,5/9/18,D3_MEN
8,9,Amherst,2,11,5/9/18,D3_MEN
9,10,Georgia College,2,12,5/9/18,D3_MEN
10,11,Michigan Tech,2,13,5/9/18,D3_MEN
11,12,Wheaton,2,14,5/9/18,D3_MEN
12,13,Bates,4,17,5/9/18,D3_MEN
13,14,Bowdoin,-5,9,5/9/18,D3_MEN
14,15,Colorado College,-7,8,5/9/18,D3_MEN
15,16,Wesleyan,4,20,5/9/18,D3_MEN
16,17,RPI,2,19,5/9/18,D3_MEN
17,18,Oberlin,4,22,5/9/18,D3_MEN
18,19,Shippensburg,,-,5/9/18,D3_MEN
19,20,Puget Sound,5,25,5/9/18,D3_MEN
20,21,Portland,-5,16,5/9/18,D3_MEN
21,22,Pacific Lutheran,-7,15,5/9/18,D3_MEN
22,23,Williams,-,23,5/9/18,D3_MEN
23,24,St. Olaf,-,24,5/9/18,D3_MEN
24,25,Missouri S&T,,-,5/9/18,D3_MEN
0,1,Air Force,-,1,5/9/18,D3_MEN
1,2,Whitman,-,2,5/9/18,D3_MEN
2,3,Bryant,3,6,5/9/18,D3_MEN
3,4,Middlebury,1,5,5/9/18,D3_MEN
4,5,Carleton CHOP,-1,4,5/9/18,D3_MEN
5,6,Mary Washington,-3,3,5/9/18,D3_MEN
6,7,Richmond,1,8,5/9/18,D3_MEN
7,8,Colorado College,-1,7,5/9/18,D3_MEN
8,9,Bowdoin,14,23,5/9/18,D3_MEN
9,10,John Brown,5,15,5/9/18,D3_MEN
10,11,Amherst,-2,9,5/9/18,D3_MEN
11,12,Georgia College,-2,10,5/9/18,D3_MEN
12,13,Michigan Tech,-2,11,5/9/18,D3_MEN
13,14,Wheaton,-2,12,5/9/18,D3_MEN
14,15,Pacific Lutheran,-2,13,5/9/18,D3_MEN
15,16,Portland,-2,14,5/9/18,D3_MEN
16,17,Bates,,-,5/9/18,D3_MEN
17,18,Claremont,-2,16,5/9/18,D3_MEN
18,19,RPI,,-,5/9/18,D3_MEN
19,20,Wesleyan,-3,17,5/9/18,D3_MEN
20,21,Army West Point,-3,18,5/9/18,D3_MEN
21,22,Oberlin,-3,19,5/9/18,D3_MEN
22,23,Williams,-3,20,5/9/18,D3_MEN
23,24,St. Olaf,-,24,5/9/18,D3_MEN
24,25,Puget Sound,-,25,5/9/18,D3_MEN
0,1,Air Force,-,1,5/9/18,D3_MEN
1,2,Whitman,-,2,5/9/18,D3_MEN
2,3,Mary Washington,-,3,5/9/18,D3_MEN
3,4,Carleton CHOP,1,5,5/9/18,D3_MEN
4,5,Middlebury,-1,4,5/9/18,D3_MEN
5,6,Bryant,-,6,5/9/18,D3_MEN
6,7,Colorado College,1,8,5/9/18,D3_MEN
7,8,Richmond,1,9,5/9/18,D3_MEN
8,9,Amherst,-2,7,5/9/18,D3_MEN
9,10,Georgia College,-,10,5/9/18,D3_MEN
10,11,Michigan Tech,-,11,5/9/18,D3_MEN
11,12,Wheaton,-,12,5/9/18,D3_MEN
12,13,Pacific Lutheran,2,15,5/9/18,D3_MEN
13,14,Portland,2,16,5/9/18,D3_MEN
14,15,John Brown,-1,14,5/9/18,D3_MEN
15,16,Claremont,1,17,5/9/18,D3_MEN
16,17,Wesleyan,1,18,5/9/18,D3_MEN
17,18,Army West Point,1,19,5/9/18,D3_MEN
18,19,Oberlin,1,20,5/9/18,D3_MEN
19,20,Williams,1,21,5/9/18,D3_MEN
20,21,Shippensburg,-8,13,5/9/18,D3_MEN
21,22,Brandeis,-,22,5/9/18,D3_MEN
22,23,Bowdoin,,-,5/9/18,D3_MEN
23,24,St. Olaf,1,25,5/9/18,D3_MEN
24,25,Puget Sound,,-,5/9/18,D3_MEN
0,1,Air Force,-,1,5/9/18,D3_MEN
1,2,Whitman,2,4,5/9/18,D3_MEN
2,3,Mary Washington,-,3,5/9/18,D3_MEN
3,4,Middlebury,-2,2,5/9/18,D3_MEN
4,5,Carleton CHOP,-,5,5/9/18,D3_MEN
5,6,Bryant,-,6,5/9/18,D3_MEN
6,7,Amherst,-,7,5/9/18,D3_MEN
7,8,Colorado College,1,9,5/9/18,D3_MEN
8,9,Richmond,1,10,5/9/18,D3_MEN
9,10,Georgia College,1,11,5/9/18,D3_MEN
10,11,Michigan Tech,,-,5/9/18,D3_MEN
11,12,Wheaton,-4,8,5/9/18,D3_MEN
12,13,Shippensburg,-1,12,5/9/18,D3_MEN
13,14,John Brown,-1,13,5/9/18,D3_MEN
14,15,Pacific Lutheran,-1,14,5/9/18,D3_MEN
15,16,Portland,-1,15,5/9/18,D3_MEN
16,17,Claremont,-,17,5/9/18,D3_MEN
17,18,Wesleyan,-,18,5/9/18,D3_MEN
18,19,Army West Point,-,19,5/9/18,D3_MEN
19,20,Oberlin,,-,5/9/18,D3_MEN
20,21,Williams,-,21,5/9/18,D3_MEN
21,22,Brandeis,-2,20,5/9/18,D3_MEN
22,23,Bates,,-,5/9/18,D3_MEN
23,24,Xavier,-,24,5/9/18,D3_MEN
24,25,St. Olaf,,-,5/9/18,D3_MEN
0,1,Air Force,-,1,5/9/18,D3_MEN
1,2,Middlebury,-,2,5/9/18,D3_MEN
2,3,Mary Washington,-,3,5/9/18,D3_MEN
3,4,Whitman,-,4,5/9/18,D3_MEN
4,5,Carleton CHOP,-,5,5/9/18,D3_MEN
5,6,Bryant,-,6,5/9/18,D3_MEN
6,7,Amherst,-,7,5/9/18,D3_MEN
7,8,Wheaton,-,8,5/9/18,D3_MEN
8,9,Colorado College,-,9,5/9/18,D3_MEN
9,10,Richmond,-,10,5/9/18,D3_MEN
10,11,Georgia College,-,11,5/9/18,D3_MEN
11,12,Shippensburg,-,12,5/9/18,D3_MEN
12,13,John Brown,-,13,5/9/18,D3_MEN
13,14,Pacific Lutheran,-,14,5/9/18,D3_MEN
14,15,Portland,-,15,5/9/18,D3_MEN
15,16,Davidson,-,16,5/9/18,D3_MEN
16,17,Claremont,-,17,5/9/18,D3_MEN
17,18,Wesleyan,-,18,5/9/18,D3_MEN
18,19,Army West Point,-,19,5/9/18,D3_MEN
19,20,Brandeis,-,20,5/9/18,D3_MEN
20,21,Williams,-,21,5/9/18,D3_MEN
21,22,Puget Sound,-,22,5/9/18,D3_MEN
22,23,Franciscan,-,23,5/9/18,D3_MEN
23,24,Xavier,-,24,5/9/18,D3_MEN
24,25,Missouri S&T,-,25,5/9/18,D3_MEN
0,1,Air Force,-,1,5/9/18,D3_MEN
1,2,Middlebury,-,2,5/9/18,D3_MEN
2,3,Mary Washington,2,5,5/9/18,D3_MEN
3,4,Whitman,7,11,5/9/18,D3_MEN
4,5,Carleton CHOP,-1,4,5/9/18,D3_MEN
5,6,Bryant,1,7,5/9/18,D3_MEN
6,7,Amherst,1,8,5/9/18,D3_MEN
7,8,Wheaton,1,9,5/9/18,D3_MEN
8,9,Colorado College,-3,6,5/9/18,D3_MEN
9,10,Richmond,-,10,5/9/18,D3_MEN
10,11,Georgia College,2,13,5/9/18,D3_MEN
11,12,Shippensburg,-,12,5/9/18,D3_MEN
12,13,John Brown,2,15,5/9/18,D3_MEN
13,14,Pacific Lutheran,,-,5/9/18,D3_MEN
14,15,Portland,2,17,5/9/18,D3_MEN
15,16,Davidson,2,18,5/9/18,D3_MEN
16,17,Claremont,2,19,5/9/18,D3_MEN
17,18,Wesleyan,,-,5/9/18,D3_MEN
18,19,Army West Point,-3,16,5/9/18,D3_MEN
19,20,Brandeis,-,20,5/9/18,D3_MEN
20,21,Williams,-,21,5/9/18,D3_MEN
21,22,Puget Sound,,-,5/9/18,D3_MEN
22,23,Franciscan,-9,14,5/9/18,D3_MEN
23,24,Xavier,-,24,5/9/18,D3_MEN
24,25,Missouri S&T,,-,5/9/18,D3_MEN
0,1,Air Force,-,1,5/9/18,D3_MEN
1,2,Middlebury,-,2,5/9/18,D3_MEN
2,3,Dartmouth,-,3,5/9/18,D3_MEN
3,4,Carleton CHOP,-,4,5/9/18,D3_MEN
4,5,Mary Washington,3,8,5/9/18,D3_MEN
5,6,Colorado College,-1,5,5/9/18,D3_MEN
6,7,Bryant,-1,6,5/9/18,D3_MEN
7,8,Amherst,-1,7,5/9/18,D3_MEN
8,9,Wheaton,-,9,5/9/18,D3_MEN
9,10,Richmond,-,10,5/9/18,D3_MEN
10,11,Whitman,-,11,5/9/18,D3_MEN
11,12,Shippensburg,-,12,5/9/18,D3_MEN
12,13,Georgia College,2,15,5/9/18,D3_MEN
13,14,Franciscan,2,16,5/9/18,D3_MEN
14,15,John Brown,-2,13,5/9/18,D3_MEN
15,16,Army West Point,-2,14,5/9/18,D3_MEN
16,17,Portland,-,17,5/9/18,D3_MEN
17,18,Davidson,-,18,5/9/18,D3_MEN
18,19,Claremont,4,23,5/9/18,D3_MEN
19,20,Brandeis,4,24,5/9/18,D3_MEN
20,21,Williams,-2,19,5/9/18,D3_MEN
21,22,St. John’s,-2,20,5/9/18,D3_MEN
22,23,Lewis & Clark,-1,22,5/9/18,D3_MEN
23,24,Xavier,,-,5/9/18,D3_MEN
24,25,Samford,,-,5/9/18,D3_MEN
0,1,Air Force,-,1,5/9/18,D3_MEN
1,2,Middlebury,-,2,5/9/18,D3_MEN
2,3,Dartmouth,1,4,5/9/18,D3_MEN
3,4,Carleton CHOP,2,6,5/9/18,D3_MEN
4,5,Colorado College,2,7,5/9/18,D3_MEN
5,6,Bryant,2,8,5/9/18,D3_MEN
6,7,Amherst,2,9,5/9/18,D3_MEN
7,8,Mary Washington,2,10,5/9/18,D3_MEN
8,9,Wheaton,2,11,5/9/18,D3_MEN
9,10,Richmond,-7,3,5/9/18,D3_MEN
10,11,Whitman,1,12,5/9/18,D3_MEN
11,12,Shippensburg,1,13,5/9/18,D3_MEN
12,13,John Brown,1,14,5/9/18,D3_MEN
13,14,Army West Point,1,15,5/9/18,D3_MEN
14,15,Georgia College,1,16,5/9/18,D3_MEN
15,16,Franciscan,1,17,5/9/18,D3_MEN
16,17,Portland,1,18,5/9/18,D3_MEN
17,18,Davidson,-13,5,5/9/18,D3_MEN
18,19,Williams,-,19,5/9/18,D3_MEN
19,20,St. John’s,-,20,5/9/18,D3_MEN
20,21,Union,-,21,5/9/18,D3_MEN
21,22,Lewis & Clark,-,22,5/9/18,D3_MEN
22,23,Claremont,-,23,5/9/18,D3_MEN
23,24,Brandeis,-,24,5/9/18,D3_MEN
24,25,Puget Sound,-,25,5/9/18,D3_MEN
0,1,Air Force,-,1,5/9/18,D3_MEN
1,2,Middlebury,1,3,5/9/18,D3_MEN
2,3,Richmond,1,4,5/9/18,D3_MEN
3,4,Dartmouth,1,5,5/9/18,D3_MEN
4,5,Davidson,1,6,5/9/18,D3_MEN
5,6,Carleton CHOP,3,9,5/9/18,D3_MEN
6,7,Colorado College,-5,2,5/9/18,D3_MEN
7,8,Bryant,-1,7,5/9/18,D3_MEN
8,9,Amherst,-1,8,5/9/18,D3_MEN
9,10,Mary Washington,-,10,5/9/18,D3_MEN
10,11,Wheaton,-,11,5/9/18,D3_MEN
11,12,Whitman,6,18,5/9/18,D3_MEN
12,13,Shippensburg,-1,12,5/9/18,D3_MEN
13,14,John Brown,-1,13,5/9/18,D3_MEN
14,15,Army West Point,-1,14,5/9/18,D3_MEN
15,16,Georgia College,-1,15,5/9/18,D3_MEN
16,17,Franciscan,-1,16,5/9/18,D3_MEN
17,18,Portland,-1,17,5/9/18,D3_MEN
18,19,Williams,-,19,5/9/18,D3_MEN
19,20,St. John’s,-,20,5/9/18,D3_MEN
20,21,Union,1,22,5/9/18,D3_MEN
21,22,Lewis & Clark,,-,5/9/18,D3_MEN
22,23,Claremont,1,24,5/9/18,D3_MEN
23,24,Brandeis,1,25,5/9/18,D3_MEN
24,25,Puget Sound,-4,21,5/9/18,D3_MEN
0,1,Air Force,-,1,5/9/18,D3_MEN
1,2,Colorado College,-,2,5/9/18,D3_MEN
2,3,Middlebury,-,3,5/9/18,D3_MEN
3,4,Richmond,-,4,5/9/18,D3_MEN
4,5,Dartmouth,5,10,5/9/18,D3_MEN
5,6,Davidson,-1,5,5/9/18,D3_MEN
6,7,Bryant,-1,6,5/9/18,D3_MEN
7,8,Amherst,-1,7,5/9/18,D3_MEN
8,9,Carleton CHOP,-1,8,5/9/18,D3_MEN
9,10,Mary Washington,-1,9,5/9/18,D3_MEN
10,11,Wheaton,-,11,5/9/18,D3_MEN
11,12,Shippensburg,-,12,5/9/18,D3_MEN
12,13,John Brown,-,13,5/9/18,D3_MEN
13,14,Army West Point,1,15,5/9/18,D3_MEN
14,15,Georgia College,1,16,5/9/18,D3_MEN
15,16,Franciscan,1,17,5/9/18,D3_MEN
16,17,Portland,1,18,5/9/18,D3_MEN
17,18,Whitman,1,19,5/9/18,D3_MEN
18,19,Williams,,-,5/9/18,D3_MEN
19,20,St. John’s,1,21,5/9/18,D3_MEN
20,21,Puget Sound,-1,20,5/9/18,D3_MEN
21,22,Union,-,22,5/9/18,D3_MEN
22,23,Occidental,-,23,5/9/18,D3_MEN
23,24,Claremont,-,24,5/9/18,D3_MEN
24,25,Brandeis,-,25,5/9/18,D3_MEN
0,1,Air Force,-,1,5/9/18,D3_MEN
1,2,Colorado College,-,2,5/9/18,D3_MEN
2,3,Middlebury,-,3,5/9/18,D3_MEN
3,4,Richmond,-,4,5/9/18,D3_MEN
4,5,Davidson,-,5,5/9/18,D3_MEN
5,6,Bryant,-,6,5/9/18,D3_MEN
6,7,Amherst,-,7,5/9/18,D3_MEN
7,8,Carleton CHOP,-,8,5/9/18,D3_MEN
8,9,Mary Washington,-,9,5/9/18,D3_MEN
9,10,Dartmouth,-,10,5/9/18,D3_MEN
10,11,Wheaton,-,11,5/9/18,D3_MEN
11,12,Shippensburg,-,12,5/9/18,D3_MEN
12,13,John Brown,-,13,5/9/18,D3_MEN
13,14,UNC Asheville,-,14,5/9/18,D3_MEN
14,15,Army West Point,-,15,5/9/18,D3_MEN
15,16,Georgia College,-,16,5/9/18,D3_MEN
16,17,Franciscan,-,17,5/9/18,D3_MEN
17,18,Portland,-,18,5/9/18,D3_MEN
18,19,Whitman,-,19,5/9/18,D3_MEN
19,20,Puget Sound,-,20,5/9/18,D3_MEN
20,21,St. John’s,-,21,5/9/18,D3_MEN
21,22,Union,-,22,5/9/18,D3_MEN
22,23,Occidental,-,23,5/9/18,D3_MEN
23,24,Claremont,-,24,5/9/18,D3_MEN
24,25,Brandeis,-,25,5/9/18,D3_MEN
0,1,Air Force,-,1,5/9/18,D3_MEN
1,2,Colorado College,-,2,5/9/18,D3_MEN
2,3,Middlebury,-,3,5/9/18,D3_MEN
3,4,Richmond,-,4,5/9/18,D3_MEN
4,5,Davidson,-,5,5/9/18,D3_MEN
5,6,Bryant,-,6,5/9/18,D3_MEN
6,7,Amherst,-,7,5/9/18,D3_MEN
7,8,Carleton CHOP,-,8,5/9/18,D3_MEN
8,9,Mary Washington,-,9,5/9/18,D3_MEN
9,10,Dartmouth,-,10,5/9/18,D3_MEN
10,11,Wheaton,-,11,5/9/18,D3_MEN
11,12,Shippensburg,-,12,5/9/18,D3_MEN
12,13,John Brown,-,13,5/9/18,D3_MEN
13,14,UNC Asheville,-,14,5/9/18,D3_MEN
14,15,Army West Point,-,15,5/9/18,D3_MEN
15,16,Georgia College,-,16,5/9/18,D3_MEN
16,17,Franciscan,-,17,5/9/18,D3_MEN
17,18,Portland,-,18,5/9/18,D3_MEN
18,19,Whitman,-,19,5/9/18,D3_MEN
19,20,Puget Sound,,-,5/9/18,D3_MEN
20,21,St. John’s,-1,20,5/9/18,D3_MEN
21,22,Union,-1,21,5/9/18,D3_MEN
22,23,Occidental,-1,22,5/9/18,D3_MEN
23,24,Claremont,-1,23,5/9/18,D3_MEN
24,25,Brandeis,-,25,5/9/18,D3_MEN
0,1,Air Force,,,5/9/18,D3_MEN
1,2,Colorado College,,,5/9/18,D3_MEN
2,3,Middlebury,,,5/9/18,D3_MEN
3,4,Richmond,,,5/9/18,D3_MEN
4,5,Davidson,,,5/9/18,D3_MEN
5,6,Bryant,,,5/9/18,D3_MEN
6,7,Amherst,,,5/9/18,D3_MEN
7,8,Carleton CHOP,,,5/9/18,D3_MEN
8,9,Mary Washington,,,5/9/18,D3_MEN
9,10,Dartmouth,,,5/9/18,D3_MEN
10,11,Wheaton,,,5/9/18,D3_MEN
11,12,Shippensburg,,,5/9/18,D3_MEN
12,13,John Brown,,,5/9/18,D3_MEN
13,14,UNC Asheville,,,5/9/18,D3_MEN
14,15,Army West Point,,,5/9/18,D3_MEN
15,16,Georgia College,,,5/9/18,D3_MEN
16,17,Franciscan,,,5/9/18,D3_MEN
