pull_type,time,pull_x,pull_y,thrower_id
PULL_INBOUNDS,9204.0,25.91,75.4,nhutton
PULL_INBOUNDS,7048.0,-14.36,85.7,kjohnson1
PULL_INBOUNDS,7731.0,15.73,91.67,jtaylor
PULL_INBOUNDS,5870.0,-14.72,88.61,kjohnson1
PULL_INBOUNDS,5373.0,-11.53,79.77,kdeangeli
PULL_INBOUNDS,8858.0,-23.03,70.84,kjohnson1
PULL_INBOUNDS,6546.0,-8.12,76.29,nhutton
PULL_INBOUNDS,13865.0,25.71,54.24,bmatis
PULL_OUT_OF_BOUNDS,,0.0,80.0,kjohnson1
PULL_INBOUNDS,14799.0,-4.98,118.22,xpayne
PULL_INBOUNDS,6742.0,-0.66,104.41,kjohnson1
PULL_INBOUNDS,4861.0,1.56,85.97,mzetsch
PULL_OUT_OF_BOUNDS,,0.0,80.0,nhutton
PULL_INBOUNDS,8436.0,10.23,65.25,nhutton
PULL_INBOUNDS,11113.0,0.8,65.6,kjohnson1
PULL_INBOUNDS,8090.0,-26.67,57.88,nhutton
PULL_INBOUNDS,4329.0,-22.58,66.27,xpayne
PULL_INBOUNDS,0.0,13.4,89.34,svandusen
PULL_INBOUNDS,6292.0,-9.3,94.64,jpollard
PULL_INBOUNDS,5622.0,-10.62,99.89,blamberty
PULL_INBOUNDS,0.0,-3.65,86.06,tedmonds
PULL_INBOUNDS,5561.0,11.04,98.02,jpollard
PULL_INBOUNDS,0.0,-3.14,92.11,svandusen
PULL_OUT_OF_BOUNDS,,0.0,75.03,blamberty
PULL_INBOUNDS,0.0,-2.99,94.95,svandusen
PULL_INBOUNDS,7909.0,11.22,85.11,jpollard
PULL_INBOUNDS,0.0,-1.1,100.0,svandusen
PULL_INBOUNDS,8651.0,-1.69,102.13,jpollard
PULL_INBOUNDS,7292.0,18.82,91.2,messer
PULL_INBOUNDS,0.0,-0.81,95.16,areppermu
PULL_INBOUNDS,6032.0,14.29,96.76,jpollard
PULL_OUT_OF_BOUNDS,,0.0,80.0,blamberty
PULL_INBOUNDS,0.0,-0.88,99.99,svandusen
PULL_INBOUNDS,3566.0,-8.09,94.52,jpollard
PULL_INBOUNDS,5999.0,17.85,80.1,messer
PULL_INBOUNDS,0.0,-0.88,80.09,svandusen
PULL_INBOUNDS,7296.0,9.11,90.54,jpollard
PULL_INBOUNDS,5815.0,-13.52,94.76,blamberty
PULL_INBOUNDS,6744.0,-20.04,84.56,blamberty
PULL_INBOUNDS,0.0,-1.68,91.09,svandusen
PULL_INBOUNDS,6340.0,7.3,84.86,jpollard
PULL_INBOUNDS,0.0,0.72,93.56,svandusen
PULL_INBOUNDS,5286.0,7.84,89.93,jpollard
PULL_INBOUNDS,0.0,-10.5,108.13,svandusen
PULL_INBOUNDS,6126.0,7.66,97.9,jpollard
PULL_INBOUNDS,0.0,23.16,59.99,svandusen
PULL_INBOUNDS,5183.0,0.58,92.76,blamberty
PULL_INBOUNDS,0.0,-0.37,103.98,svandusen
PULL_INBOUNDS,4522.0,-10.74,94.7,blamberty
PULL_INBOUNDS,0.0,-26.67,57.23,
PULL_INBOUNDS,5596.0,12.3,101.16,jpollard
PULL_INBOUNDS,0.0,-10.79,108.93,svandusen
PULL_INBOUNDS,5764.0,12.66,98.2,blamberty
PULL_INBOUNDS,0.0,26.66,50.67,areppermu
PULL_INBOUNDS,3503.0,0.24,79.19,jpollard
PULL_INBOUNDS,5965.0,12.54,104.36,blamberty
PULL_INBOUNDS,4427.0,8.92,94.46,jpollard
PULL_INBOUNDS,0.0,2.18,92.91,svandusen
PULL_INBOUNDS,5962.0,16.71,89.87,blamberty
PULL_INBOUNDS,0.0,-4.52,89.85,svandusen
PULL_OUT_OF_BOUNDS,,0.0,80.0,jpollard
PULL_INBOUNDS,5753.0,0.9,99.53,blamberty
PULL_INBOUNDS,0.0,-1.1,101.72,svandusen
PULL_INBOUNDS,0.0,9.98,94.8,svandusen
PULL_INBOUNDS,3691.0,-2.0,75.15,jpollard
PULL_OUT_OF_BOUNDS,,0.0,79.98,kgibson
PULL_INBOUNDS,0.0,5.86,94.09,jrobinson
PULL_INBOUNDS,0.0,15.82,88.56,
PULL_INBOUNDS,0.0,-7.03,87.27,jrobinson
PULL_INBOUNDS,0.0,-10.51,90.81,
PULL_INBOUNDS,0.0,-0.89,90.88,kgibson
PULL_INBOUNDS,0.0,19.71,89.18,xpayne
PULL_INBOUNDS,0.0,10.16,89.59,jrobinson
PULL_INBOUNDS,0.0,-7.71,90.34,jrobinson
PULL_INBOUNDS,0.0,19.57,101.65,pgraffy
PULL_INBOUNDS,0.0,-12.83,71.25,nhutton
PULL_INBOUNDS,0.0,-8.05,91.77,kgibson
PULL_OUT_OF_BOUNDS,,0.0,80.0,
PULL_INBOUNDS,0.0,14.79,95.18,xpayne
PULL_INBOUNDS,0.0,13.57,92.79,jrobinson
PULL_OUT_OF_BOUNDS,,0.0,80.0,
PULL_INBOUNDS,0.0,-19.03,85.63,
PULL_INBOUNDS,0.0,-8.87,95.04,jrobinson
PULL_INBOUNDS,0.0,12.54,94.36,jrobinson
PULL_INBOUNDS,0.0,15.07,88.15,nhutton
PULL_OUT_OF_BOUNDS,,0.0,68.31,kgibson
PULL_INBOUNDS,0.0,-26.67,108.4,jrobinson
PULL_INBOUNDS,0.0,3.2,95.86,mzetsch
PULL_INBOUNDS,0.0,-25.17,96.27,nhutton
PULL_OUT_OF_BOUNDS,,0.0,80.0,xpayne
PULL_INBOUNDS,0.0,-11.39,89.59,jrobinson
PULL_INBOUNDS,0.0,18.61,95.59,xpayne
PULL_INBOUNDS,0.0,13.09,87.4,kgibson
PULL_INBOUNDS,0.0,-22.99,112.43,jrobinson
PULL_INBOUNDS,0.0,17.05,93.34,mzetsch
PULL_INBOUNDS,0.0,-21.69,109.9,jrobinson
PULL_INBOUNDS,0.0,-12.49,94.9,nhutton
PULL_INBOUNDS,0.0,18.14,97.09,jrobinson
PULL_INBOUNDS,0.0,-5.53,94.29,xpayne
PULL_INBOUNDS,0.0,17.05,100.9,kgibson
PULL_INBOUNDS,0.0,-16.24,89.72,
PULL_INBOUNDS,5713.0,2.47,97.13,svandusen
PULL_INBOUNDS,7011.0,-16.84,90.43,mbrownlee
PULL_INBOUNDS,6233.0,0.8,89.41,jbuss
PULL_INBOUNDS,5210.0,-2.05,86.65,rholmes
PULL_INBOUNDS,5479.0,-0.95,104.05,rholmes
PULL_INBOUNDS,6022.0,-1.68,103.39,svandusen
PULL_INBOUNDS,5011.0,0.14,87.96,kobrien
PULL_OUT_OF_BOUNDS,,0.0,80.0,mbrownlee
PULL_INBOUNDS,7583.0,-7.58,113.15,mbrownlee
PULL_INBOUNDS,6130.0,12.75,80.24,tstanton
PULL_INBOUNDS,3916.0,0.0,80.0,jbuss
PULL_INBOUNDS,6428.0,13.18,91.67,rholmes
PULL_INBOUNDS,3887.0,-8.02,96.99,svandusen
PULL_INBOUNDS,6378.0,10.49,97.5,mbrownlee
PULL_INBOUNDS,5155.0,0.0,80.0,svandusen
PULL_INBOUNDS,6492.0,-4.45,106.52,rholmes
PULL_INBOUNDS,6814.0,0.0,80.0,jbuss
PULL_INBOUNDS,6516.0,5.82,87.45,mbrownlee
PULL_INBOUNDS,7845.0,3.49,91.31,mbrownlee
PULL_INBOUNDS,5532.0,17.99,88.32,rholmes
PULL_INBOUNDS,2070.0,0.0,80.0,jbuss
PULL_INBOUNDS,9010.0,23.31,86.28,mbrownlee
PULL_INBOUNDS,3223.0,-0.81,103.98,svandusen
PULL_INBOUNDS,3463.0,0.0,80.0,svandusen
PULL_INBOUNDS,8287.0,-7.22,74.41,mbrownlee
PULL_INBOUNDS,2640.0,0.0,80.0,jbuss
PULL_INBOUNDS,6054.0,0.0,80.0,tstanton
PULL_OUT_OF_BOUNDS,,0.0,80.0,svandusen
PULL_INBOUNDS,7527.0,-16.18,101.86,mbrownlee
PULL_INBOUNDS,4406.0,0.0,80.0,tstanton
PULL_INBOUNDS,5870.0,-18.44,110.16,jbuss
PULL_INBOUNDS,3752.0,4.15,109.66,mbrownlee
PULL_INBOUNDS,6167.0,-5.4,103.68,jbuss
PULL_INBOUNDS,5547.0,0.21,106.82,svandusen
PULL_INBOUNDS,2961.0,-5.47,95.02,svandusen
PULL_INBOUNDS,6581.0,0.0,80.0,mbrownlee
PULL_INBOUNDS,6207.0,0.58,87.08,jbuss
PULL_INBOUNDS,4500.0,11.8,79.66,mbrownlee
PULL_INBOUNDS,4223.0,-9.11,85.7,svandusen
PULL_INBOUNDS,4510.0,0.0,80.0,rholmes
PULL_INBOUNDS,2911.0,0.0,89.05,jbuss
PULL_INBOUNDS,7115.0,-12.54,89.34,mbrownlee
PULL_INBOUNDS,7793.0,-9.48,100.77,svandusen
PULL_INBOUNDS,5983.0,5.24,109.58,mbrownlee
PULL_INBOUNDS,9354.0,-19.75,115.84,bjagt
PULL_INBOUNDS,7404.0,-12.68,106.6,mbrownlee
PULL_INBOUNDS,6914.0,-3.21,110.09,mbrownlee
PULL_INBOUNDS,0.0,0.23,91.24,jhess
PULL_INBOUNDS,8116.0,4.51,106.96,jalorro
PULL_INBOUNDS,0.0,-0.55,89.76,dbloodgoo
PULL_INBOUNDS,9566.0,19.08,96.26,mbrownlee
PULL_OUT_OF_BOUNDS,,0.0,80.0,jhess
PULL_INBOUNDS,0.0,1.62,98.75,jhess
PULL_INBOUNDS,7278.0,-1.9,108.71,mbrownlee
PULL_INBOUNDS,3302.0,-18.8,44.78,mbrownlee
PULL_OUT_OF_BOUNDS,,0.0,80.0,jhess
PULL_INBOUNDS,6693.0,-11.81,107.03,bjagt
PULL_OUT_OF_BOUNDS,,0.0,80.0,jhess
PULL_OUT_OF_BOUNDS,,0.0,80.0,mbrownlee
PULL_INBOUNDS,7441.0,0.65,88.03,bjagt
PULL_INBOUNDS,3793.0,1.62,95.5,mmcdonnel
PULL_OUT_OF_BOUNDS,,0.0,80.0,mbrownlee
PULL_OUT_OF_BOUNDS,,0.0,80.0,jhess
PULL_INBOUNDS,8135.0,-4.01,107.25,mbrownlee
PULL_INBOUNDS,6777.0,-10.21,104.63,mbrownlee
PULL_INBOUNDS,0.0,-24.5,66.74,jhess
PULL_INBOUNDS,7114.0,-5.83,104.19,mbrownlee
PULL_INBOUNDS,4598.0,-22.56,96.51,jhess
PULL_INBOUNDS,0.0,0.69,94.1,jhess
PULL_OUT_OF_BOUNDS,,0.0,80.0,jalorro
PULL_INBOUNDS,4466.0,-7.58,88.39,mbrownlee
PULL_OUT_OF_BOUNDS,,0.0,80.0,dbloodgoo
PULL_OUT_OF_BOUNDS,,0.0,80.0,mbrownlee
PULL_INBOUNDS,0.0,-23.18,93.1,jhess
PULL_INBOUNDS,6612.0,-8.14,100.0,mmcdonnel
PULL_OUT_OF_BOUNDS,,0.0,80.0,jhess
PULL_INBOUNDS,6166.0,17.63,104.78,mbrownlee
PULL_INBOUNDS,6179.0,-21.71,91.86,dbloodgoo
PULL_INBOUNDS,3117.0,-8.24,85.63,jalorro
PULL_INBOUNDS,0.0,-20.86,92.71,jhess
PULL_INBOUNDS,3640.0,-12.54,87.74,mbrownlee
PULL_INBOUNDS,0.0,21.31,100.0,jhess
PULL_INBOUNDS,7312.0,9.9,97.93,mbrownlee
PULL_INBOUNDS,0.0,17.59,94.49,jhess
PULL_INBOUNDS,0.0,-14.81,100.0,jhess
PULL_INBOUNDS,4911.0,-1.03,93.27,nsaul
PULL_INBOUNDS,7102.0,-22.8,93.64,jhess
PULL_INBOUNDS,6246.0,8.52,93.81,crussell
PULL_INBOUNDS,5129.0,-3.82,108.95,tlynch
PULL_INBOUNDS,6274.0,-13.26,110.62,jhess
PULL_INBOUNDS,5307.0,18.27,106.29,crussell
PULL_INBOUNDS,6385.0,26.66,68.52,tlynch
PULL_INBOUNDS,5448.0,-0.21,97.56,tmcallist
PULL_INBOUNDS,6335.0,-9.69,106.27,jhess
PULL_INBOUNDS,7301.0,17.51,78.91,jhess
PULL_OUT_OF_BOUNDS,,0.0,80.0,jhess
PULL_INBOUNDS,5909.0,13.64,94.36,crussell
PULL_INBOUNDS,10009.0,-20.0,88.6,jhess
PULL_INBOUNDS,5069.0,10.43,96.13,etaylor
PULL_INBOUNDS,0.0,-4.5,86.27,amerriman
PULL_INBOUNDS,6730.0,4.97,92.11,jcretella
PULL_OUT_OF_BOUNDS,,0.0,80.0,jhess
PULL_INBOUNDS,8535.0,0.34,93.2,crussell
PULL_INBOUNDS,8366.0,-3.34,92.48,amerriman
PULL_INBOUNDS,8327.0,18.61,82.63,jcretella
PULL_INBOUNDS,13247.0,16.66,40.69,amerriman
PULL_INBOUNDS,12412.0,26.66,48.47,nsaul
PULL_INBOUNDS,5936.0,-26.05,81.31,jhess
PULL_INBOUNDS,5006.0,-19.37,90.81,crussell
PULL_INBOUNDS,6040.0,-7.3,107.25,etaylor
PULL_INBOUNDS,5109.0,2.72,92.52,nsaul
PULL_OUT_OF_BOUNDS,,0.0,80.0,jhess
PULL_INBOUNDS,5969.0,10.7,90.13,
PULL_INBOUNDS,7039.0,-13.34,95.5,jhess
PULL_INBOUNDS,9543.0,-26.67,57.13,crussell
PULL_INBOUNDS,8037.0,-8.53,80.15,dbloodgoo
PULL_INBOUNDS,11536.0,-26.67,50.18,crussell
PULL_INBOUNDS,7482.0,-0.47,76.89,dbloodgoo
PULL_INBOUNDS,6631.0,19.45,103.17,jhess
PULL_OUT_OF_BOUNDS,,0.0,80.0,jhess
PULL_INBOUNDS,0.0,9.0,73.09,tlynch
PULL_INBOUNDS,7137.0,-1.17,78.52,dbloodgoo
PULL_OUT_OF_BOUNDS,,0.0,80.0,jhess
PULL_INBOUNDS,6643.0,-15.62,103.02,nsaul
PULL_INBOUNDS,8068.0,6.68,99.68,etaylor
PULL_INBOUNDS,8462.0,-22.95,81.39,jhess
PULL_INBOUNDS,7811.0,-12.49,101.39,jhess
PULL_OUT_OF_BOUNDS,,0.0,54.72,jhess
PULL_INBOUNDS,7893.0,-15.9,88.15,crussell
PULL_INBOUNDS,8920.0,-20.0,86.74,dbloodgoo
PULL_INBOUNDS,3761.0,0.0,83.72,crussell
PULL_INBOUNDS,9987.0,-14.04,80.69,dbloodgoo
PULL_INBOUNDS,10004.0,-26.67,58.56,crussell
PULL_INBOUNDS,4881.0,-0.63,73.95,dbloodgoo
PULL_INBOUNDS,5519.0,-0.62,90.2,crussell
PULL_INBOUNDS,7198.0,-15.74,78.91,dbloodgoo
PULL_INBOUNDS,30.0,-26.67,58.36,crussell
PULL_INBOUNDS,5679.0,12.09,82.86,wturner
PULL_INBOUNDS,6058.0,16.61,80.89,ccunningh
PULL_INBOUNDS,6484.0,0.0,80.0,dleggio
PULL_INBOUNDS,6223.0,12.82,91.67,htaylor
PULL_INBOUNDS,2462.0,-26.09,44.92,wturner
PULL_INBOUNDS,5430.0,3.42,74.85,ccunningh
PULL_INBOUNDS,4581.0,-8.6,97.2,colson
PULL_INBOUNDS,5831.0,14.06,100.99,wturner
PULL_INBOUNDS,2311.0,-25.94,45.5,wturner
PULL_INBOUNDS,12621.0,26.66,57.52,ccunningh
PULL_INBOUNDS,4788.0,6.19,101.43,colson
PULL_INBOUNDS,8444.0,6.04,99.99,wturner
PULL_INBOUNDS,25647.0,-20.33,119.63,ccunningh
PULL_INBOUNDS,6532.0,-13.56,99.99,wturner
PULL_INBOUNDS,5625.0,14.64,109.87,colson
PULL_INBOUNDS,7467.0,15.0,99.99,wturner
PULL_INBOUNDS,5423.0,11.87,112.2,ccunningh
PULL_INBOUNDS,1896.0,-24.56,44.78,wturner
PULL_INBOUNDS,10712.0,26.66,45.14,ccunningh
PULL_INBOUNDS,8271.0,-5.47,81.33,wturner
PULL_INBOUNDS,3430.0,0.0,80.0,sradlauer
PULL_INBOUNDS,4967.0,-0.59,79.0,wturner
PULL_INBOUNDS,12452.0,26.66,54.32,dlarberg
PULL_INBOUNDS,7032.0,0.0,80.0,smilardov
PULL_INBOUNDS,6233.0,9.61,82.06,dlarberg
PULL_OUT_OF_BOUNDS,,0.0,80.0,colson
PULL_INBOUNDS,6986.0,6.12,79.73,htaylor
PULL_INBOUNDS,6510.0,-14.58,106.23,colson
PULL_INBOUNDS,8313.0,21.27,70.33,dlarberg
PULL_INBOUNDS,5384.0,13.55,78.49,wturner
PULL_INBOUNDS,7385.0,4.95,70.92,dlarberg
PULL_OUT_OF_BOUNDS,,0.0,70.7,wturner
PULL_INBOUNDS,9805.0,16.02,65.16,dlarberg
PULL_INBOUNDS,4821.0,8.37,73.54,wturner
PULL_INBOUNDS,6379.0,-11.95,69.9,dlarberg
PULL_INBOUNDS,2342.0,-24.78,38.51,wturner
PULL_INBOUNDS,11150.0,26.66,48.13,dlarberg
PULL_INBOUNDS,6504.0,-14.5,104.12,dlarberg
PULL_INBOUNDS,6167.0,-2.26,84.46,kelsalaam
PULL_INBOUNDS,11683.0,25.13,73.9,abarden
PULL_INBOUNDS,5515.0,-7.51,87.37,plally
PULL_OUR_OFFSIDES,,0.0,60.0,
PULL_OUT_OF_BOUNDS,,0.0,80.0,kelsalaam
PULL_INBOUNDS,1308.0,-26.23,43.9,abarden
PULL_INBOUNDS,9568.0,26.15,50.46,asimon
PULL_INBOUNDS,5540.0,-0.44,105.8,dleggio
PULL_INBOUNDS,6251.0,3.06,87.01,abarden
PULL_INBOUNDS,6486.0,-11.52,90.07,asimon
PULL_INBOUNDS,8256.0,0.0,80.0,abarden
PULL_INBOUNDS,6849.0,-5.32,100.33,kelsalaam
PULL_INBOUNDS,3697.0,1.02,84.24,wturner
PULL_INBOUNDS,5691.0,-13.34,104.12,abarden
PULL_INBOUNDS,7276.0,-24.49,87.88,asimon
PULL_INBOUNDS,5175.0,12.24,94.29,kelsalaam
PULL_INBOUNDS,3950.0,0.0,80.0,abarden
PULL_INBOUNDS,7196.0,-7.22,106.74,kelsalaam
PULL_INBOUNDS,6265.0,-19.53,87.23,abarden
PULL_INBOUNDS,6601.0,5.68,89.85,kelsalaam
PULL_INBOUNDS,6632.0,0.8,84.83,abarden
PULL_INBOUNDS,4662.0,13.18,81.62,kelsalaam
PULL_INBOUNDS,7727.0,-4.3,89.12,asimon
PULL_INBOUNDS,4203.0,13.55,81.77,kelsalaam
PULL_INBOUNDS,7379.0,0.0,80.0,kelsalaam
PULL_INBOUNDS,8958.0,14.2,99.53,abarden
PULL_OUT_OF_BOUNDS,,0.0,80.0,kelsalaam
PULL_INBOUNDS,13481.0,26.08,44.63,abarden
PULL_INBOUNDS,7756.0,-3.28,88.47,kelsalaam
PULL_INBOUNDS,6896.0,8.81,89.19,asimon
PULL_INBOUNDS,6291.0,1.02,86.65,wturner
PULL_INBOUNDS,6923.0,-12.68,93.13,kelsalaam
PULL_INBOUNDS,5710.0,3.78,102.3,kelsalaam
PULL_OUT_OF_BOUNDS,,0.0,80.0,abarden
PULL_INBOUNDS,8623.0,17.99,107.62,asimon
PULL_INBOUNDS,3942.0,-10.57,94.36,kelsalaam
PULL_INBOUNDS,5171.0,-0.52,83.15,kelsalaam
PULL_INBOUNDS,6277.0,0.0,80.0,dleggio
PULL_INBOUNDS,6574.0,17.04,85.26,ccunningh
PULL_INBOUNDS,6465.0,17.12,103.54,ccunningh
PULL_INBOUNDS,50.0,0.0,80.0,
PULL_INBOUNDS,7113.0,19.38,103.32,htaylor
PULL_INBOUNDS,7012.0,25.78,67.9,
PULL_INBOUNDS,15352.0,26.66,61.31,ccunningh
PULL_INBOUNDS,0.0,10.63,89.19,ktien
PULL_INBOUNDS,6590.0,8.08,112.2,ccunningh
PULL_INBOUNDS,6405.0,-14.8,84.39,jhustad
PULL_INBOUNDS,11362.0,-25.51,80.18,clung
PULL_INBOUNDS,14525.0,-26.67,55.04,ccunningh
PULL_INBOUNDS,50.0,25.43,76.09,apien
PULL_INBOUNDS,5514.0,-1.17,92.69,ccunningh
PULL_INBOUNDS,4896.0,-1.51,83.11,ktien
PULL_INBOUNDS,6378.0,-21.21,93.34,jhustad
PULL_INBOUNDS,60.0,-9.69,66.34,bfein
PULL_INBOUNDS,18016.0,-26.67,52.5,ccunningh
PULL_INBOUNDS,5293.0,0.0,80.0,ktien
PULL_INBOUNDS,6241.0,-10.28,87.45,jhustad
PULL_INBOUNDS,6736.0,3.95,95.86,bfein
PULL_INBOUNDS,5646.0,-15.16,90.5,ccunningh
PULL_OUT_OF_BOUNDS,,0.0,80.0,colson
PULL_INBOUNDS,18004.0,-25.8,48.2,ccunningh
PULL_INBOUNDS,14672.0,-25.38,69.54,bfein
PULL_INBOUNDS,5451.0,-14.94,86.86,ccunningh
PULL_INBOUNDS,11348.0,-26.47,74.31,bfein
PULL_INBOUNDS,7372.0,-11.23,83.95,ccunningh
PULL_INBOUNDS,14297.0,26.08,51.11,ccunningh
PULL_INBOUNDS,11010.0,0.0,80.0,apien
PULL_INBOUNDS,6023.0,20.32,102.88,colson
PULL_INBOUNDS,5753.0,7.84,111.95,ktien
PULL_INBOUNDS,6834.0,9.98,103.9,ccunningh
PULL_INBOUNDS,6180.0,21.27,72.88,bfein
PULL_INBOUNDS,8490.0,19.08,104.7,colson
PULL_INBOUNDS,5410.0,14.45,93.47,ktien
PULL_INBOUNDS,4136.0,22.71,89.25,
PULL_INBOUNDS,9067.0,15.08,100.0,jhustad
PULL_INBOUNDS,5847.0,13.16,95.45,ktien
PULL_INBOUNDS,7765.0,13.55,100.0,ccunningh
PULL_INBOUNDS,10193.0,24.27,30.27,bfein
PULL_INBOUNDS,8329.0,16.97,115.04,colson
PULL_OUT_OF_BOUNDS,,0.0,80.0,ktien
PULL_INBOUNDS,2928.0,-3.35,84.47,clung
PULL_INBOUNDS,7223.0,1.53,94.0,jhustad
PULL_INBOUNDS,6422.0,1.53,103.98,ccunningh
PULL_INBOUNDS,572.0,24.82,24.74,
PULL_INBOUNDS,6836.0,17.98,90.5,ghernande
PULL_INBOUNDS,9376.0,-25.07,48.93,dlarberg
PULL_INBOUNDS,0.0,0.0,80.0,rbowman
PULL_INBOUNDS,7989.0,-3.65,108.85,khenke
PULL_INBOUNDS,12780.0,26.66,49.22,dlarberg
PULL_INBOUNDS,0.0,-25.07,78.2,mbennett1
PULL_INBOUNDS,1287.0,9.47,85.92,rbowman
PULL_INBOUNDS,5685.0,-23.47,38.3,rbowman
PULL_INBOUNDS,9849.0,-14.8,71.65,jreinhard
PULL_INBOUNDS,0.0,0.21,47.83,mbennett1
PULL_INBOUNDS,9717.0,11.36,84.68,khenke
PULL_INBOUNDS,0.0,0.0,80.0,mbennett1
PULL_INBOUNDS,0.0,-1.39,95.24,rbowman
PULL_INBOUNDS,5635.0,-12.68,105.29,jreinhard
PULL_INBOUNDS,0.0,0.0,80.0,rbowman
PULL_INBOUNDS,4473.0,10.92,97.71,jreinhard
PULL_INBOUNDS,6669.0,-7.44,71.79,dlarberg
PULL_INBOUNDS,8259.0,-25.07,53.95,rbowman
PULL_INBOUNDS,0.0,19.74,70.19,mbennett1
PULL_INBOUNDS,0.0,0.0,80.0,mbennett1
PULL_INBOUNDS,0.0,0.29,88.47,rbowman
PULL_INBOUNDS,7903.0,-13.7,104.92,jreinhard
PULL_OUT_OF_BOUNDS,,0.0,80.0,mbennett1
PULL_INBOUNDS,6726.0,-8.46,113.59,dlarberg
PULL_INBOUNDS,11701.0,26.66,50.31,jreinhard
PULL_OUT_OF_BOUNDS,,0.0,39.17,jreinhard
PULL_INBOUNDS,0.0,-2.48,96.26,mbennett1
PULL_INBOUNDS,6511.0,-13.19,105.8,ccunningh
PULL_INBOUNDS,4100.0,1.31,70.55,rbowman
PULL_INBOUNDS,9065.0,-8.75,70.12,jhustad
PULL_INBOUNDS,3305.0,17.04,80.6,mbennett1
PULL_INBOUNDS,12399.0,26.66,49.15,dlarberg
PULL_INBOUNDS,3113.0,-25.94,62.76,rbowman
PULL_INBOUNDS,4570.0,-11.88,78.7,jreinhard
PULL_INBOUNDS,6780.0,-6.78,99.02,ccunningh
PULL_THEIR_OFFSIDES,,0.0,110.0,
PULL_INBOUNDS,0.0,14.86,85.92,mbennett1
PULL_INBOUNDS,6453.0,-0.28,102.34,bmccann
PULL_INBOUNDS,6205.0,-10.28,98.51,mbrownlee
PULL_INBOUNDS,5673.0,15.68,93.81,jkurmanfa
PULL_INBOUNDS,7378.0,-5.25,108.49,nmbaevoge
PULL_INBOUNDS,8459.0,-14.19,95.31,efortin
PULL_INBOUNDS,7470.0,-8.82,103.47,mbrownlee
PULL_INBOUNDS,7463.0,11.36,100.77,rholmes
PULL_INBOUNDS,8187.0,2.25,106.36,jkurmanfa
PULL_INBOUNDS,2554.0,-25.43,52.42,mbrownlee
PULL_INBOUNDS,8201.0,-13.65,101.79,jkurmanfa
PULL_INBOUNDS,6235.0,-8.53,97.06,rholmes
PULL_INBOUNDS,6374.0,0.72,96.04,mbrownlee
PULL_INBOUNDS,5651.0,-6.76,96.81,jkurmanfa
PULL_OUT_OF_BOUNDS,,0.0,80.0,mbrownlee
PULL_INBOUNDS,6693.0,-7.85,93.88,iyudkovic
PULL_INBOUNDS,7084.0,-8.53,101.72,mbrownlee
PULL_INBOUNDS,5297.0,8.3,96.69,mbrownlee
PULL_INBOUNDS,5776.0,12.6,88.32,rholmes
PULL_INBOUNDS,7818.0,1.56,100.7,bmccann
PULL_INBOUNDS,6345.0,-4.45,96.18,mbrownlee
PULL_INBOUNDS,7820.0,21.61,86.65,jkurmanfa
PULL_OUT_OF_BOUNDS,,0.0,65.16,rholmes
PULL_INBOUNDS,7567.0,-6.28,89.79,efortin
PULL_INBOUNDS,6787.0,2.38,102.0,efortin
PULL_INBOUNDS,3760.0,-2.99,106.23,mbrownlee
PULL_INBOUNDS,7162.0,3.95,106.02,jkurmanfa
PULL_INBOUNDS,7200.0,-8.73,79.36,iyudkovic
PULL_OUT_OF_BOUNDS,,0.0,80.0,mbrownlee
PULL_INBOUNDS,6897.0,7.22,89.45,jkurmanfa
PULL_INBOUNDS,7675.0,-1.17,90.72,rholmes
PULL_INBOUNDS,7430.0,-26.47,75.54,mrick
PULL_INBOUNDS,7079.0,1.53,88.47,mbrownlee
PULL_INBOUNDS,7792.0,17.18,86.38,jkurmanfa
PULL_INBOUNDS,7341.0,12.82,80.46,mbrownlee
PULL_INBOUNDS,7664.0,8.67,96.04,mbrownlee
PULL_INBOUNDS,6927.0,17.63,89.56,bjagt
PULL_INBOUNDS,7513.0,-11.67,102.54,jkurmanfa
PULL_INBOUNDS,7042.0,-13.65,95.18,efortin
PULL_INBOUNDS,2255.0,1.89,88.03,mbrownlee
PULL_OUT_OF_BOUNDS,,0.0,80.0,mbrownlee
PULL_INBOUNDS,7520.0,4.77,101.31,bmccann
PULL_INBOUNDS,6819.0,-21.06,93.49,nmbaevoge
PULL_INBOUNDS,393.0,23.75,44.34,mbrownlee
PULL_INBOUNDS,16231.0,26.25,57.34,efortin
PULL_OUT_OF_BOUNDS,,0.0,80.0,nmbaevoge
PULL_INBOUNDS,5896.0,-2.39,94.5,bmccann
PULL_OUT_OF_BOUNDS,,0.0,80.0,mbrownlee
PULL_INBOUNDS,7695.0,7.57,90.4,iyudkovic
PULL_OUR_OFFSIDES,,0.0,60.0,
PULL_INBOUNDS,15282.0,25.98,57.54,efortin
PULL_INBOUNDS,14665.0,-25.72,49.56,nsaul
PULL_INBOUNDS,6802.0,16.98,104.59,crussell
PULL_INBOUNDS,16323.0,-26.67,74.25,etaylor
PULL_INBOUNDS,8257.0,-18.45,102.01,jhess
PULL_INBOUNDS,4986.0,-1.37,90.06,crussell
PULL_INBOUNDS,8000.0,-15.2,104.1,jhess
PULL_INBOUNDS,7164.0,-7.51,98.25,tmcallist
PULL_INBOUNDS,6389.0,11.0,90.38,amerriman
